paper_id,title,authors,venue,venue_family,year,track,publication_type,pages,doi,canonical_url,task_family,input_unit,label_scheme,class_cardinality,traffic_input_evidence,learned_classifier_evidence,fixed_label_evidence,centrality_evidence,evidence_location,evidence_source_url
P17269,MalTAG: Encrypted Malware Traffic Detection Framework via Graph Based Flow Interaction Mining.,Renjie Li; Zhou Zhou; Hao Miao; Fengyuan Shi; Qingyun Liu,DSN,Security and privacy,2025,Main research proceedings,Full research paper,470-482,10.1109/dsn64029.2025.00052,https://doi.org/10.1109/DSN64029.2025.00052,security-state classification,Encrypted malware traffic flow,Malware family,42; 80; 29; 33,Encrypted malware network flows are represented through graph-based flow-interaction features.,MalTAG trains binary and multiclass learned classifiers on the graph-derived traffic representation.,"Section III-D and Table II explicitly evaluate malware-family classification with 42 AndMal2019, 80 MTA, 29 BTU-Mobile, and 33 BTU-Desktop family labels.",Encrypted malware detection and family classification are central evaluated tasks.,PDF p. 1,https://doi.org/10.1109/DSN64029.2025.00052
P17290,Privacy Analysis of Oblivious DNS over HTTPS: a Website Fingerprinting Study.,Mohammad Amir Salari; Abhinav Kumar; Federico Rinaudi; Reza Tourani; Alessio Sacco; Flavio Esposito,DSN,Security and privacy,2025,Main research proceedings,Full research paper,415-428,10.1109/dsn64029.2025.00048,https://doi.org/10.1109/DSN64029.2025.00048,semantic inference,One ODoH-associated website traffic trace.,Visited website.,"Evaluation explicitly targets more than 100 websites, with additional out-of-distribution/non-target traffic.","ODoH packet traces represented by packet size, timing, and direction features.",CNN/GRN early-exit ensemble trained as a website-fingerprinting classifier.,"Evaluation explicitly targets more than 100 websites, with additional out-of-distribution/non-target traffic.",The main method and evaluation of “Privacy Analysis of Oblivious DNS over HTTPS: a Website Fingerprinting Study.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2, 3",https://doi.org/10.1109/DSN64029.2025.00048
P17323,SemiAF: Semi-Supervised App Fingerprinting on Unknown Traffic via Graph Neural Network.,Xiaodong Lei; Yongjun Wang; Lin Liu; Junjie Huang; Jiangyong Shi; Luming Yang,DSN,Security and privacy,2025,Main research proceedings,Full research paper,457-469,10.1109/dsn64029.2025.00051,https://doi.org/10.1109/DSN64029.2025.00051,semantic inference,Application network-flow graph,Application identity; separately fine-grained user action,1000; 53; 100; 500; 10,Application network flows are transformed into graphs for fingerprinting known and previously unseen traffic.,SemiAF trains a graph neural classifier with a classification loss.,"Table I reports 1,000 FOAP, 53 FG-Net, and 100 NUDT MobileTraffic application labels; Table VII explicitly evaluates 500- and 10-class app-name classification settings.",Application fingerprinting is the central learned task.,PDF p. 1,https://doi.org/10.1109/DSN64029.2025.00051
P17610,Characterizing User Platforms for Video Streaming in Broadband Networks.,Yifan Wang; Minzhao Lyu; Vijay Sivaraman,IMC,Measurement,2024,Main research proceedings,Full research paper,563-579,10.1145/3646547.3688435,https://doi.org/10.1145/3646547.3688435,endpoint or platform identification,Video network flow,Composite device type and software agent for a video stream,12,TCP/QUIC/TLS handshakes from captured video flows are represented with 62 attributes.,"Random forest, multilayer perceptron, and k-nearest-neighbour classifiers are trained and evaluated.",The YouTube evaluation explicitly uses 12 mutually exclusive composite user-platform labels; the collection covers 30 platform combinations and 17 unique platform types.,Identifying the platform of each video flow is the central technical contribution.,PDF p. 1,https://doi.org/10.1145/3646547.3688435
P17713,Games Are Not Equal: Classifying Cloud Gaming Contexts for Effective User Experience Measurement.,Yifan Wang; Minzhao Lyu; Vijay Sivaraman,IMC,Measurement,2025,Main research proceedings,Full research paper,761-776,10.1145/3730567.3764455,https://doi.org/10.1145/3730567.3764455,semantic inference,One cloud-gaming RTP/traffic segment represented by packet-group features.,game title; game stage,game title: 13; game stage: 3,PCAP/RTP flow packet groups and packet-level temporal/statistical features.,Random-forest classifiers are trained for game title and game-stage prediction.,"{""tasks"":[{""name"":""game title"",""count"":13,""labels"":[""Fortnite"",""Genshin Impact"",""Baldur's Gate 3"",""Rainbow Six Siege"",""Honkai: Star Rail"",""Destiny 2"",""Call of Duty"",""Cyberpunk 2077"",""Overwatch 2"",""Rocket League"",""CS:GO/CS2"",""Dota 2"",""Hearthstone""]},{""name"":""game stage"",""count"":3,""labels"":[""active"",""passive"",""idle""]}]}",Cloud-game context classification is central and evaluated end to end.,"PDF pp. 1, 2",https://doi.org/10.1145/3730567.3764455
P17815,Encrypted DNS -> Privacy? A Traffic Analysis Perspective.,Sandra Deepthy Siby; Marc Juárez; Claudia Díaz; Narseo Vallina-Rodriguez; Carmela Troncoso,NDSS,Security and privacy,2020,Main research proceedings,Full research paper,,,https://www.ndss-symposium.org/ndss-paper/encrypted-dns-privacy-a-traffic-analysis-perspective/,semantic inference,One webpage's encrypted DoH traffic trace.,Visited webpage.,1500; 1414; 700,"Encrypted DoH traces represented by signed TLS-record sizes, bursts, and uni/bi-gram features.",Supervised random forest with 100 trees.,"The LOC1 closed-world evaluation contains 1,500 webpage classes; additional evaluations use 1,414 and 700 classes.",The main method and evaluation of “Encrypted DNS -> Privacy? A Traffic Analysis Perspective.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 4",https://www.ndss-symposium.org/ndss-paper/encrypted-dns-privacy-a-traffic-analysis-perspective/
P17818,FlowPrint: Semi-Supervised Mobile-App Fingerprinting on Encrypted Network Traffic.,Thijs van Ede; Riccardo Bortolameotti; Andrea Continella; Jingjing Ren; Daniel J. Dubois; Martina Lindorfer; David R. Choffnes; Maarten van Steen; Andreas Peter,NDSS,Security and privacy,2020,Main research proceedings,Full research paper,,,https://www.ndss-symposium.org/ndss-paper/flowprint-semi-supervised-mobile-app-fingerprinting-on-encrypted-network-traffic/,semantic inference,One generated fingerprint comprising correlated encrypted app flows.,Mobile application identity,100,Encrypted mobile-app network flows are clustered by destination and temporal correlation into app fingerprints.,"FlowPrint learns fingerprints from training traffic, assigns training labels by majority vote, and performs supervised instance-based nearest-fingerprint prediction using Jaccard similarity; it also trains a random-forest browser detector.",Section V's experimental setup explicitly samples 100 applications per dataset for app recognition and assigns each test fingerprint the label of its most similar labeled training fingerprint.,Semi-supervised mobile-app fingerprint generation and 100-app recognition are the paper's central method and evaluation.,"PDF pp. 1, 2",https://www.ndss-symposium.org/ndss-paper/flowprint-semi-supervised-mobile-app-fingerprinting-on-encrypted-network-traffic/
P17899,FlowLens: Enabling Efficient Flow Classification for ML-based Network Security Applications.,Luís E. T. Rodrigues; André Madeira; Diogo Barradas; Fernando M. V. Ramos; Nuno Santos 0001; Salvatore Signorello,NDSS,Security and privacy,2021,Main research proceedings,Full research paper,,,https://www.ndss-symposium.org/ndss-paper/flowlens-enabling-efficient-flow-classification-for-ml-based-network-security-applications/,security-state classification,packet-size and inter-packet-time flow distributions,security application labels including covert-channel versus benign,>=2,The classifier consumes packet-size and inter-packet-time flow distributions gathered from passively observable network traffic.,The evaluation trains a supervised flow classifiers from data.,The reported evaluation assigns one of the fixed labels in this scheme: security application labels including covert-channel versus benign.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_7C-2_24067_paper.pdf
P17951,Trust the Crowd: Wireless Witnessing to Detect Attacks on ADS-B-Based Air-Traffic Surveillance.,Ivan Martinovic; Liang Niu; Nian Xue; Kai Jansen; Christina Pöpper,NDSS,Security and privacy,2021,Main research proceedings,Full research paper,,,https://www.ndss-symposium.org/ndss-paper/trust-the-crowd-wireless-witnessing-to-detect-attacks-on-ads-b-based-air-traffic-surveillance/,security-state classification,passively received ADS-B message patterns,normal versus attack and reported attack types,>=2,The classifier consumes passively received ADS-B message patterns gathered from passively observable network traffic.,The evaluation trains a decision-tree attack classifier from data.,The reported evaluation assigns one of the fixed labels in this scheme: normal versus attack and reported attack types.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_1A-5_24552_paper.pdf
P18011,Packet-Level Open-World App Fingerprinting on Wireless Traffic.,Xiapu Luo; Hao Zhou 0043; Shuohan Wu; Yangyang Liu (disambiguation); Ting Wang 0006; Xiaobo Ma; Jianfeng Li 0006,NDSS,Security and privacy,2022,Main research proceedings,Full research paper,,,https://www.ndss-symposium.org/ndss-paper/auto-draft-218/,semantic inference,wireless packet sequences,target app or action versus the rest,2,The classifier consumes wireless packet sequences gathered from passively observable network traffic.,The evaluation trains a one-versus-rest XGBoost classifiers from data.,The reported evaluation assigns one of the fixed labels in this scheme: target app or action versus the rest.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://www.ndss-symposium.org/wp-content/uploads/2022-210-paper.pdf
P18222,Low-Quality Training Data Only? A Robust Framework for Detecting Encrypted Malicious Network Traffic.,Zhuotao Liu; Jia Zhang 0004; Yuqi Qing; Kun Sun 0001; Yihao Chen (disambiguation); Qilei Yin; Xinhao Deng 0001; Qi Li 0002; Ke Xu 0002,NDSS,Security and privacy,2024,Main research proceedings,Full research paper,,,https://www.ndss-symposium.org/ndss-paper/low-quality-training-data-only-a-robust-framework-for-detecting-encrypted-malicious-network-traffic/,security-state classification,encrypted network flows,malicious versus benign encrypted traffic,2,The classifier consumes encrypted network flows gathered from passively observable network traffic.,The evaluation trains a robust supervised detector from data.,The reported evaluation assigns one of the fixed labels in this scheme: malicious versus benign encrypted traffic.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://www.ndss-symposium.org/wp-content/uploads/2024-215-paper.pdf
P18348,Evaluating Machine Learning-Based IoT Device Identification Models for Security Applications.,Eman Maali; Omar Alrawi; Julie A. McCann,NDSS,Security and privacy,2025,Main research proceedings,Full research paper,,,https://www.ndss-symposium.org/ndss-paper/evaluating-machine-learning-based-iot-device-identification-models-for-security-applications/,endpoint or platform identification,"Packet, flow, or device aggregate as required by the evaluated model.",IoT device identity/type.,9,Passive tcpdump/tshark/YAF/CICFlowmeter packet and flow features.,"LightGBM, random forest, LSTM, CNN, and TF-IDF-based learned models.","Nine explicit device labels: Amazon Echo Show, Google Home Mini, Ring Doorbell, TP-Link Lightbulb, TP-Link Plug, Philips Hue Hub, Wansview Camera, WEMO Plug, and Yi Camera.",The main method and evaluation of “Evaluating Machine Learning-Based IoT Device Identification Models for Security Applications.” centre on the learned multiclass classifier described in this row.,PDF p. 1,https://www.ndss-symposium.org/ndss-paper/evaluating-machine-learning-based-iot-device-identification-models-for-security-applications/
P18385,MineShark: Cryptomining Traffic Detection at Scale.,Chongjie Chen; Wenzhi Chen; Zhihua Chang; Yongsheng Shen; Shaoke Xi; Kui Ren 0001; Tianyi Fu; Chunling Yang (disambiguation); Zhou Ma; Kai Bu,NDSS,Security and privacy,2025,Main research proceedings,Full research paper,,,https://www.ndss-symposium.org/ndss-paper/mineshark-cryptomining-traffic-detection-at-scale/,security-state classification,passively observed network flows,cryptomining versus benign traffic,2,The classifier consumes passively observed network flows gathered from passively observable network traffic.,The evaluation trains a supervised mining-traffic classifier from data.,The reported evaluation assigns one of the fixed labels in this scheme: cryptomining versus benign traffic.,This classification or detection task is a central system contribution or central evaluated task.,"PDF pp. 1, 2",https://www.ndss-symposium.org/ndss-paper/mineshark-cryptomining-traffic-detection-at-scale/
P26148,Augmented Memory Replay-based Continual Learning Approaches for Network Intrusion Detection.,Sumohana S. Channappayya; Suresh Kumar Amalapuram; Tamma Bheemarjuna Reddy,NeurIPS,Artificial intelligence,2023,Main research proceedings,Full research paper,,,http://papers.nips.cc/paper_files/paper/2023/hash/3755a02b1035fbadd5f93a022170e46f-Abstract-Conference.html,security-state classification,network intrusion flow records,normal and intrusion labels,>=2,The classifier consumes network intrusion flow records gathered from passively observable network traffic.,The evaluation trains a continual supervised classifiers from data.,The reported evaluation assigns one of the fixed labels in this scheme: normal and intrusion labels.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://proceedings.neurips.cc/paper_files/paper/2023/file/3755a02b1035fbadd5f93a022170e46f-Paper-Conference.pdf
P35345,FlowRefiner: A Robust Traffic Classification Framework against Label Noise.,Mingwei Zhan; Ruijie Zhao; Xianwen Deng; Zhi Xue; Qi Li; Zhuotao Liu; Guang Cheng; Ke Xu,NeurIPS,Artificial intelligence,2025,Main research proceedings,Full research paper,,,http://papers.nips.cc/paper_files/paper/2025/hash/ba1d33849b963efc6b5d3082ad68f480-Abstract-Conference.html,security-state classification,Network flow with packet- and flow-level representation,"Application/service or malware family, depending on dataset",7; 30; 20; 10,Network flows are represented at flow and packet granularity.,"A pre-trained traffic encoder, confidence-guided label correction, and cross-granularity learned classifier are trained end to end.","The four evaluated datasets use 7 ISCXVPN classes, 30 CrossPlatform-iOS-China classes, 20 USTC-TFC classes, and 10 malware classes.",Robust multiclass traffic classification under label noise is the central contribution.,PDF p. 1,http://papers.nips.cc/paper_files/paper/2025/hash/ba1d33849b963efc6b5d3082ad68f480-Abstract-Conference.html
P38630,Re-architecting Traffic Analysis with Neural Network Interface Cards.,Giuseppe Siracusano; Salvator Galea; Davide Sanvito; Mohammad Malekzadeh; Gianni Antichi; Paolo Costa; Hamed Haddadi; Roberto Bifulco,NSDI,Networking,2022,Main research proceedings,Full research paper,513-533,,https://www.usenix.org/conference/nsdi22/presentation/siracusano,endpoint or platform identification,One network flow represented by seventeen flow-level statistics.,nine IoT device categories plus Other,10,Seventeen flow-level statistics computed from packet captures/flows.,Trained binarized neural network; decision-tree and random-forest baselines.,"{""count"":10,""mutuallyExclusive"":true,""description"":""nine IoT device categories plus Other""}",IoT traffic classification is a central evaluated use case for the proposed NIC architecture.,"PDF pp. 1, 2",https://www.usenix.org/conference/nsdi22/presentation/siracusano
P38761,Brain-on-Switch: Towards Advanced Intelligent Network Data Plane via NN-Driven Traffic Analysis at Line-Speed.,Jinzhu Yan; Haotian Xu; Zhuotao Liu; Qi Li; Ke Xu; Mingwei Xu; Jianping Wu,NSDI,Networking,2024,Main research proceedings,Full research paper,419-440,,https://www.usenix.org/conference/nsdi24/presentation/yan,security-state classification,One PCAP-derived packet/flow sequence supplied to an in-data-plane neural model.,VPN encrypted traffic; IoT botnet attack type; IoT device state,VPN encrypted traffic: 6; IoT botnet attack type: 4; IoT device state: 3,PCAP-derived packet/flow sequences and traffic features enter the in-data-plane neural models.,RNN-based traffic classifiers are trained and evaluated.,"{""tasks"":[{""name"":""VPN encrypted traffic"",""count"":6,""labels"":[""Email"",""Chat"",""Streaming"",""FTP"",""VoIP"",""P2P""]},{""name"":""IoT botnet attack type"",""count"":4,""labels"":[""Data Exfiltration"",""Key Logging"",""OS Scan"",""Service Scan""]},{""name"":""IoT device state"",""count"":3,""labels"":[""Power"",""Idle"",""Interact""]}]}",Line-rate neural traffic analysis/classification is the main contribution.,"PDF pp. 1, 2, 3",https://www.usenix.org/conference/nsdi24/presentation/yan
P38798,Leo: Online ML-based Traffic Classification at Multi-Terabit Line Rate.,Syed Usman Jafri; Sanjay G. Rao; Vishal Shrivastav; Mohit Tawarmalani,NSDI,Networking,2024,Main research proceedings,Full research paper,,,https://www.usenix.org/conference/nsdi24/presentation/jafri,semantic inference,One network flow represented by the selected CICIDS flow features.,CICIDS-2017; UNSW-NB15 appendix,CICIDS-2017: 7; UNSW-NB15 appendix: 7,PCAP-derived packets/flows; 42 of 78 CICIDS flow features are used in the main setup.,"Online CART classifier, with learned tree updates at line rate.","{""tasks"":[{""name"":""CICIDS-2017"",""count"":7,""description"":""seven mutually exclusive labels after merging rare attack categories""},{""name"":""UNSW-NB15 appendix"",""count"":7,""description"":""seven-way evaluation""}]}","Online ML traffic classification is the paper's title, architecture target, and central evaluation.","PDF pp. 1, 2",https://www.usenix.org/conference/nsdi24/presentation/jafri
P38868,CATO: End-to-End Optimization of ML-Based Traffic Analysis Pipelines.,Gerry Wan; Shinan Liu; Francesco Bronzino; Nick Feamster; Zakir Durumeric,NSDI,Networking,2025,Main research proceedings,Full research paper,1523-1540,,https://www.usenix.org/conference/nsdi25/presentation/wan-gerry,endpoint or platform identification,One network connection represented at a selected packet depth by flow features.,Web application identity or IoT device type,7; 28,Per-connection packet-depth and flow-statistical features are computed from live or captured network traffic.,CATO repeatedly trains and serves decision-tree and random-forest traffic classifiers while jointly optimizing their predictive performance and systems cost.,Section 5.1 and Appendix B evaluate seven app-class outputs (six named web applications plus Other) and 28 mutually exclusive IoT device types.,"Although CATO is a pipeline optimizer rather than a new classifier architecture, its two central classification workloads jointly optimize and evaluate predictive classification performance end to end; classification is not ancillary.","PDF pp. 1, 2, 3",https://www.usenix.org/conference/nsdi25/presentation/wan-gerry
P39009,CJ-Sniffer: Measurement and Content-Agnostic Detection of Cryptojacking Traffic.,Yebo Feng; Jun Li; Devkishen Sisodia,RAID,Security and privacy,2022,Main research proceedings,Full research paper,482-494,10.1145/3545948.3545973,https://doi.org/10.1145/3545948.3545973,security-state classification,A network connection observed over a packet window.,"Cryptojacking, legitimate/user-initiated cryptomining, or other traffic.",3,"CJ-Sniffer consumes packet timestamps, directions, sizes, IP/port/protocol fields, and packet-interval variation vectors from network connections.",Its final stage trains an LSTM with binary cross-entropy to separate cryptojacking from user-initiated mining; earlier stages filter and identify mining traffic statistically.,"Section 1 explicitly states that the complete cascade classifies connections into three mutually exclusive categories: cryptojacking, user-initiated cryptomining, and other connections.",The main method and evaluation of “CJ-Sniffer: Measurement and Content-Agnostic Detection of Cryptojacking Traffic.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2",https://doi.org/10.1145/3545948.3545973
P39015,Encrypted Malware Traffic Detection via Graph-based Network Analysis.,Zhuoqun Fu; Mingxuan Liu; Yue Qin; Jia Zhang; Yuan Zou; Qilei Yin; Qi Li; Hai-Xin Duan,RAID,Security and privacy,2022,Main research proceedings,Full research paper,495-509,10.1145/3545948.3545983,https://doi.org/10.1145/3545948.3545983,security-state classification,A host representation aggregated from its encrypted traffic-flow interaction graph.,Malware family.,"Paper explicitly evaluates malware-family classification: EncMal2021 Table 1 has 20 labels (19 named families plus Others), and AndMal2019 contains 39 families.",Raw PCAP streams become a host-server spatiotemporal interaction graph with TLS/flow attributes.,Learned graph embeddings plus a trained Random Forest detector/classifier (ST-Graph).,"Paper explicitly evaluates malware-family classification: EncMal2021 Table 1 has 20 labels (19 named families plus Others), and AndMal2019 contains 39 families.",The main method and evaluation of “Encrypted Malware Traffic Detection via Graph-based Network Analysis.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 4",https://doi.org/10.1145/3545948.3545983
P39064,"Flow-MAE: Leveraging Masked AutoEncoder for Accurate, Efficient and Robust Malicious Traffic Classification.",Zijun Hang; Yuliang Lu; Yongjie Wang; Yi Xie,RAID,Security and privacy,2023,Main research proceedings,Full research paper,297-314,10.1145/3607199.3607206,https://doi.org/10.1145/3607199.3607206,security-state classification,A network session represented by up to 1024 raw bytes.,Application or malicious-traffic family/type depending on dataset.,Evaluation includes the CrossPlatform Android task with 71 application classes (and other explicitly multiclass datasets).,Raw PCAP sessions are truncated/padded to byte streams and split into byte patches.,Masked autoencoder/ViT representation is fine-tuned with a supervised cross-entropy classifier.,Evaluation includes the CrossPlatform Android task with 71 application classes (and other explicitly multiclass datasets).,"The main method and evaluation of “Flow-MAE: Leveraging Masked AutoEncoder for Accurate, Efficient and Robust Malicious Traffic Classification.” centre on the learned multiclass classifier described in this row.",PDF p. 1,https://doi.org/10.1145/3607199.3607206
P39111,Extending C2 Traffic Detection Methodologies: From TLS 1.2 to TLS 1.3-enabled Malware.,Carlos Novo; Sofia Romeiro; Diogo Barradas; Nuno Santos 0001; Bernardo Portela,RAID,Security and privacy,2024,Main research proceedings,Full research paper,181-196,10.1145/3678890.3678921,https://doi.org/10.1145/3678890.3678921,security-state classification,TLS 1.2 and TLS 1.3 flows,C2 malware versus benign TLS traffic,2,The classifier consumes TLS 1.2 and TLS 1.3 flows gathered from passively observable network traffic.,The evaluation trains a supervised C2 detector from data.,The reported evaluation assigns one of the fixed labels in this scheme: C2 malware versus benign TLS traffic.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://doi.org/10.1145/3678890.3678921
P39132,Understanding Web Fingerprinting with a Protocol-Centric Approach.,Bogdan Cebere; Christian Rossow,RAID,Security and privacy,2024,Main research proceedings,Full research paper,17-34,10.1145/3678890.3678910,https://doi.org/10.1145/3678890.3678910,semantic inference,One HTTPS traffic trace represented as a sequence of TLS/TCP bursts.,Visited web domain or page,6472; 1455; 2326; 1592,"Reassembled TCP/TLS payload bursts, represented by burst length and direction, are used to classify HTTPS traffic traces.","The paper trains and cross-validates logistic-regression, kNN, random-forest, XGBoost, MLP, LSTM, CNN, and Transformer classifiers.","Section 3.2 and Table 2 explicitly evaluate domain/page classification over 6,472 Tranco domains, 1,455 Wikipedia pages, 2,326 9GAG pages, and 1,592 IMDb pages.",All nine research questions use learned domain/page classification as the central evaluated object of the protocol-centric empirical analysis; it is not an ancillary classifier run.,PDF p. 1,https://doi.org/10.1145/3678890.3678910
P39155,Detecting and Adapting to Stealthy Label-Inversion Drifts via Conditional Distribution Inference.,Qi Li 0002; Xiaoli Zhang 0003; Yue Xiao (disambiguation); Xu-Cheng Yin; Qilei Yin; Xinyan Wang (disambiguation); Zhengyang Li (disambiguation); Ke Xu 0002; Jianrong Zhang,RAID,Security and privacy,2025,Main research proceedings,Full research paper,204-219,10.1109/raid67961.2025.00052,https://doi.org/10.1109/RAID67961.2025.00052,security-state classification,Network-traffic feature observations,Malicious versus benign traffic,2,The adjudicated task consumes Network-traffic feature observations gathered from passively observable network traffic.,The adjudicated evaluation trains a Learned network-traffic detectors from data.,The adjudicated evidence establishes the fixed label scheme: Malicious versus benign traffic.,Publisher metadata establishes a central supervised malicious-traffic detector task. Dataset linkage and evaluation protocols remain unresolved because the full text was not retrieved.,Official publisher abstract and proceedings metadata,https://ieeexplore.ieee.org/document/11352481
P39169,NIDP: Solving Feature Distribution Shifts in Network Intrusion Detection via Neural Pruning.,Junli Zheng; Hongbing Cheng; Zhicheng Xu (disambiguation); Jiangtao Ding; Chengyang Mo,RAID,Security and privacy,2025,Main research proceedings,Full research paper,220-232,10.1109/raid67961.2025.00053,https://doi.org/10.1109/RAID67961.2025.00053,security-state classification,Network-flow feature vectors,Fixed benign and attack categories,>=2,The adjudicated task consumes Network-flow feature vectors gathered from passively observable network traffic.,The adjudicated evaluation trains a Pruned neural intrusion detector from data.,The adjudicated evidence establishes the fixed label scheme: Fixed benign and attack categories.,"Publisher metadata establishes network-flow input, learned intrusion prediction, and a central evaluation. Exact class cardinality and evaluation protocols remain unresolved because the full text was not retrieved.",Official publisher abstract and proceedings metadata,https://ieeexplore.ieee.org/document/11352479
P39403,IXP scrubber: learning from blackholing traffic for ML-driven DDoS detection at scale.,Lars Prepens; Oliver Hohlfeld; Eric Strehle; Stefan Stegmueller; Daniel Kopp; Matthias Wichtlhuber; Alina Rubina; Christoph Dietzel,SIGCOMM,Networking,2022,Main research proceedings,Full research paper,707-722,10.1145/3544216.3544268,https://doi.org/10.1145/3544216.3544268,security-state classification,IXP flow and packet traffic,DDoS versus benign traffic,2,The classifier consumes IXP flow and packet traffic gathered from passively observable network traffic.,The evaluation trains a machine-learning DDoS classifier from data.,The reported evaluation assigns one of the fixed labels in this scheme: DDoS versus benign traffic.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://www.de-cix.net/_Resources/Persistent/1/c/4/0/1c4002e2ed4dd64d0743d9544627bf34ef3591ea/sigcomm22-final836.pdf
P39497,GGFAST: Automating Generation of Flexible Network Traffic Classifiers.,Julien Piet; Dubem Nwoji; Vern Paxson,SIGCOMM,Networking,2023,Main research proceedings,Full research paper,850-866,10.1145/3603269.3604840,https://doi.org/10.1145/3603269.3604840,semantic inference,One labeled packet/flow length sequence.,AUCK-VI TCP; UDP protocol; RDP authentication; SSH authentication,AUCK-VI TCP: 5; UDP protocol: 4; RDP authentication: 3; SSH authentication: 3,Labeled packet/flow length sequences are converted into automatically discovered discriminative snippets.,GGFAST learns snippets and trains a Bernoulli Naive Bayes classifier.,"{""tasks"":[{""name"":""AUCK-VI TCP"",""count"":5,""labels"":[""FTP"",""Telnet"",""SMTP"",""Web"",""AOL""]},{""name"":""UDP protocol"",""count"":4,""labels"":[""DNS"",""SNMP"",""NTP"",""Unknown""]},{""name"":""RDP authentication"",""count"":3,""labels"":[""Password"",""Kerberos"",""Unknown""]},{""name"":""SSH authentication"",""count"":3,""labels"":[""Password"",""Public Key"",""Failure""]}],""note"":""Although the paper uses the phrase multi-label in general discussion, these reported confusion-matrix tasks predict one mutually exclusive label per flow.""}",Automatic generation of flexible network-traffic classifiers is the main contribution and evaluation.,PDF p. 1,https://doi.org/10.1145/3603269.3604840
P39771,Pegasus: A Universal Framework for Scalable Deep Learning Inference on the Dataplane.,Yinchao Zhang; Su Yao; Yong Feng; Kang Chen; Tong Li; Zhuotao Liu; Yi Zhao; Lexuan Zhang; Xiangyu Gao; Feng Xiong; Qi Li; Ke Xu,SIGCOMM,Networking,2025,Main research proceedings,Full research paper,692-706,10.1145/3718958.3750529,https://doi.org/10.1145/3718958.3750529,semantic inference,One replayed network flow or packet sequence supplied to the deployed neural classifier.,PeerRush; CICIOT2022; ISCXVPN2016,PeerRush: 3; CICIOT2022: 3; ISCXVPN2016: 7,Replayed PCAP traffic; flow statistics and raw packet-length/inter-packet-delay sequences.,"Trained MLP, RNN, and CNN traffic classifiers deployed via Pegasus.","{""tasks"":[{""name"":""PeerRush"",""count"":3,""labels"":[""eMule"",""uTorrent"",""Vuze""]},{""name"":""CICIOT2022"",""count"":3,""labels"":[""Power"",""Idle"",""Interact""]},{""name"":""ISCXVPN2016"",""count"":7,""description"":""paper explicitly states seven classes; prose enumerates six named classes (Email, Chat, Streaming, FTP, VoIP, P2P) and omits one name""}]}",Three multiclass traffic-classification workloads are central end-to-end evaluations of the framework.,"PDF pp. 1, 3",https://doi.org/10.1145/3718958.3750529
P39804,The Sweet Danger of Sugar: Debunking Representation Learning for Encrypted Traffic Classification.,Yuqi Zhao; Giovanni Dettori; Matteo Boffa; Luca Vassio; Marco Mellia,SIGCOMM,Networking,2025,Main research proceedings,Full research paper,296-310,10.1145/3718958.3750498,https://doi.org/10.1145/3718958.3750498,semantic inference,One bidirectional network flow encoded from its initial packet headers/bytes.,VPN-service; VPN-app; USTC-app; TLS-120,VPN-service: 6; VPN-app: 16; USTC-app: 20; TLS-120: 120,PCAP packet headers and bidirectional flows; first packets of each flow are encoded for packet/flow classification.,T5-based Pcap-Encoder representation learning plus trained downstream MLP/Transformer/shallow classifiers; several pretrained learned baselines.,"{""tasks"":[{""name"":""VPN-service"",""count"":6,""labels"":[""VoIP"",""Chat"",""Streaming"",""File Transfer"",""Email"",""P2P""]},{""name"":""VPN-app"",""count"":16},{""name"":""USTC-app"",""count"":20},{""name"":""TLS-120"",""count"":120,""description"":""120 website classes""}]}",Encrypted traffic classification and a controlled audit of learned representations are the central contributions/evaluations.,"PDF pp. 1, 2",https://doi.org/10.1145/3718958.3750498
P40493,High Precision Open-World Website Fingerprinting.,Tao Wang,IEEE S&P,Security and privacy,2020,Main research proceedings,Full research paper,152-167,10.1109/sp40000.2020.00015,https://doi.org/10.1109/SP40000.2020.00015,semantic inference,One website visit trace.,100 monitored webpages plus unmonitored/reject.,101,"Encrypted website packet/cell trace sequences represented through timing, size, and direction features.","Base website-fingerprinting classifiers include SVM/CUMUL, k-NN, and k-fingerprinting/random-forest models, combined by a learned precision optimizer/ensemble.",The open-world task distinguishes 100 monitored webpage labels and one non-sensitive/unmonitored outcome.,The main method and evaluation of “High Precision Open-World Website Fingerprinting.” centre on the learned multiclass classifier described in this row.,PDF p. 1,https://doi.org/10.1109/SP40000.2020.00015
