record_id,direct_title_pattern,abstract_promotion_pattern,strong_keyword_recall,quality_assurance_sample,supplemental_relevance_review,primary_component
P18011,true,false,false,false,false,direct title pattern
P18023,false,false,false,true,false,venue-year-stratified quality-assurance sample
P18044,false,false,true,false,false,strong-keyword recall review
P18047,true,false,false,false,false,direct title pattern
P18060,true,false,false,false,false,direct title pattern
P18072,true,false,false,false,false,direct title pattern
P18117,false,false,true,false,false,strong-keyword recall review
P18120,false,false,false,true,false,venue-year-stratified quality-assurance sample
P18127,true,false,false,false,false,direct title pattern
P18166,false,false,true,false,false,strong-keyword recall review
P18194,false,false,true,false,false,strong-keyword recall review
P18210,false,false,true,false,false,strong-keyword recall review
P18211,false,false,true,false,false,strong-keyword recall review
P18222,true,false,false,false,false,direct title pattern
P18226,false,false,true,false,false,strong-keyword recall review
P18233,false,false,false,true,false,venue-year-stratified quality-assurance sample
P18274,false,false,true,false,false,strong-keyword recall review
P18290,false,false,true,false,false,strong-keyword recall review
P18300,false,false,true,false,false,strong-keyword recall review
P18314,false,false,true,false,false,strong-keyword recall review
P18330,false,false,true,false,false,strong-keyword recall review
P18331,false,false,true,false,false,strong-keyword recall review
P18348,true,false,false,false,false,direct title pattern
P18361,false,false,true,false,false,strong-keyword recall review
P18367,true,false,false,false,false,direct title pattern
P18385,true,false,false,false,false,direct title pattern
P18393,false,false,true,false,false,strong-keyword recall review
P18400,true,false,false,false,false,direct title pattern
P18425,false,false,true,false,false,strong-keyword recall review
P18427,true,false,false,false,false,direct title pattern
P18441,false,false,false,true,false,venue-year-stratified quality-assurance sample
P18454,true,false,false,false,false,direct title pattern
P18480,false,false,true,false,false,strong-keyword recall review
P18485,false,false,false,true,false,venue-year-stratified quality-assurance sample
P18591,false,false,true,false,false,strong-keyword recall review
P18670,false,false,true,false,false,strong-keyword recall review
P18719,false,false,false,true,false,venue-year-stratified quality-assurance sample
P18756,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19026,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19175,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19190,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19330,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19334,true,false,false,false,false,direct title pattern
P19349,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19368,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19445,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19491,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19505,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19557,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19633,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19675,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19859,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19876,false,false,false,true,false,venue-year-stratified quality-assurance sample
P19928,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20004,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20014,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20090,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20248,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20389,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20541,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20645,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20650,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20693,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20743,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20744,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20789,false,false,false,true,false,venue-year-stratified quality-assurance sample
P20865,false,false,false,true,false,venue-year-stratified quality-assurance sample
P21048,true,false,false,false,false,direct title pattern
P21169,false,false,false,true,false,venue-year-stratified quality-assurance sample
P21253,false,false,false,true,false,venue-year-stratified quality-assurance sample
P21265,false,false,false,true,false,venue-year-stratified quality-assurance sample
P21324,false,false,false,true,false,venue-year-stratified quality-assurance sample
P21498,false,false,false,true,false,venue-year-stratified quality-assurance sample
P21731,false,false,false,true,false,venue-year-stratified quality-assurance sample
P21754,false,false,false,true,false,venue-year-stratified quality-assurance sample
P21815,false,false,false,true,false,venue-year-stratified quality-assurance sample
P21849,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22031,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22200,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22264,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22269,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22282,false,false,true,false,false,strong-keyword recall review
P22335,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22393,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22552,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22697,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22714,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22735,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22881,false,false,false,true,false,venue-year-stratified quality-assurance sample
P22888,false,false,false,true,false,venue-year-stratified quality-assurance sample
P23058,false,false,false,true,false,venue-year-stratified quality-assurance sample
P23111,false,false,false,true,false,venue-year-stratified quality-assurance sample
P23231,true,false,false,false,false,direct title pattern
P23254,false,false,false,true,false,venue-year-stratified quality-assurance sample
P23259,false,false,false,true,false,venue-year-stratified quality-assurance sample
P23288,false,false,false,true,false,venue-year-stratified quality-assurance sample
P23382,false,false,false,true,false,venue-year-stratified quality-assurance sample
P23409,false,false,false,true,false,venue-year-stratified quality-assurance sample
P23488,false,false,false,true,false,venue-year-stratified quality-assurance sample
P23577,true,false,false,false,false,direct title pattern
P23633,false,false,false,true,false,venue-year-stratified quality-assurance sample
P23824,false,false,false,true,false,venue-year-stratified quality-assurance sample
P23925,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24020,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24040,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24062,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24281,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24346,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24447,true,false,false,false,false,direct title pattern
P24487,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24491,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24568,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24709,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24740,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24849,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24873,false,false,false,true,false,venue-year-stratified quality-assurance sample
P24925,false,false,true,false,false,strong-keyword recall review
P24959,false,false,true,false,false,strong-keyword recall review
P25083,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25320,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25322,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25446,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25645,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25675,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25694,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25712,true,false,false,false,false,direct title pattern
P25733,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25825,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25832,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25849,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25853,false,false,false,true,false,venue-year-stratified quality-assurance sample
P25871,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26002,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26019,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26021,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26148,true,false,false,false,false,direct title pattern
P26452,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26478,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26487,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26587,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26681,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26684,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26691,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26781,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26811,true,false,false,false,false,direct title pattern
P26827,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26839,false,false,false,true,false,venue-year-stratified quality-assurance sample
P26871,false,false,true,false,false,strong-keyword recall review
P27034,false,false,false,true,false,venue-year-stratified quality-assurance sample
P27108,true,false,false,false,false,direct title pattern
P27182,false,false,false,true,false,venue-year-stratified quality-assurance sample
P27189,false,false,false,true,false,venue-year-stratified quality-assurance sample
P27199,false,false,false,true,false,venue-year-stratified quality-assurance sample
P27290,false,false,false,true,false,venue-year-stratified quality-assurance sample
P27483,false,false,false,true,false,venue-year-stratified quality-assurance sample
P27570,false,false,true,false,false,strong-keyword recall review
P27664,false,false,false,true,false,venue-year-stratified quality-assurance sample
P27725,false,false,false,true,false,venue-year-stratified quality-assurance sample
P28028,false,false,false,true,false,venue-year-stratified quality-assurance sample
P28145,false,false,false,true,false,venue-year-stratified quality-assurance sample
P28158,false,true,false,true,false,abstract promotion pattern
P28171,false,false,false,true,false,venue-year-stratified quality-assurance sample
P28222,false,false,false,true,false,venue-year-stratified quality-assurance sample
P28240,true,false,false,false,false,direct title pattern
P28287,false,false,false,true,false,venue-year-stratified quality-assurance sample
P28482,false,false,false,true,false,venue-year-stratified quality-assurance sample
P28501,false,false,false,true,false,venue-year-stratified quality-assurance sample
P28515,false,false,false,true,false,venue-year-stratified quality-assurance sample
P28544,false,false,false,true,false,venue-year-stratified quality-assurance sample
P28630,true,false,false,false,false,direct title pattern
P28656,false,false,true,false,false,strong-keyword recall review
P28821,false,false,false,true,false,venue-year-stratified quality-assurance sample
P28978,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29007,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29350,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29364,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29395,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29417,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29430,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29452,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29547,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29668,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29923,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29939,false,false,false,true,false,venue-year-stratified quality-assurance sample
P29960,true,false,false,false,false,direct title pattern
P30005,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30041,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30242,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30290,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30371,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30387,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30393,false,false,true,false,false,strong-keyword recall review
P30398,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30402,false,true,true,false,false,abstract promotion pattern
P30517,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30522,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30643,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30662,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30712,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30771,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30942,false,false,false,true,false,venue-year-stratified quality-assurance sample
P30961,true,false,false,false,false,direct title pattern
P31127,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31167,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31179,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31300,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31374,true,false,false,false,false,direct title pattern
P31513,false,false,true,false,false,strong-keyword recall review
P31514,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31589,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31618,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31642,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31678,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31756,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31778,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31794,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31798,true,false,false,false,false,direct title pattern
P31915,false,false,false,true,false,venue-year-stratified quality-assurance sample
P31958,false,false,false,true,false,venue-year-stratified quality-assurance sample
P32063,false,false,true,false,false,strong-keyword recall review
P32101,false,false,false,true,false,venue-year-stratified quality-assurance sample
P32365,false,false,false,true,false,venue-year-stratified quality-assurance sample
P32644,false,false,false,true,false,venue-year-stratified quality-assurance sample
P32667,true,false,false,false,false,direct title pattern
P32775,false,false,false,true,false,venue-year-stratified quality-assurance sample
P32866,false,false,false,true,false,venue-year-stratified quality-assurance sample
P32871,false,false,true,false,false,strong-keyword recall review
P32889,false,false,false,true,false,venue-year-stratified quality-assurance sample
P32903,false,false,false,true,false,venue-year-stratified quality-assurance sample
P33047,false,false,false,true,false,venue-year-stratified quality-assurance sample
P33078,false,false,false,true,false,venue-year-stratified quality-assurance sample
P33100,false,false,false,true,false,venue-year-stratified quality-assurance sample
P33229,false,false,false,true,false,venue-year-stratified quality-assurance sample
P33349,false,false,true,false,false,strong-keyword recall review
P33367,false,false,false,true,false,venue-year-stratified quality-assurance sample
P33398,false,false,false,true,false,venue-year-stratified quality-assurance sample
P33486,false,false,false,true,false,venue-year-stratified quality-assurance sample
P33650,false,false,false,true,false,venue-year-stratified quality-assurance sample
P33861,false,false,false,true,false,venue-year-stratified quality-assurance sample
P33912,false,false,false,true,false,venue-year-stratified quality-assurance sample
P33959,false,false,false,true,false,venue-year-stratified quality-assurance sample
P34067,false,false,true,false,false,strong-keyword recall review
P34105,false,false,false,true,false,venue-year-stratified quality-assurance sample
P34168,false,false,false,true,false,venue-year-stratified quality-assurance sample
P34203,false,false,false,true,false,venue-year-stratified quality-assurance sample
P34227,false,false,false,true,false,venue-year-stratified quality-assurance sample
P34244,false,false,false,true,false,venue-year-stratified quality-assurance sample
P34437,false,false,false,true,false,venue-year-stratified quality-assurance sample
P34513,false,false,false,true,false,venue-year-stratified quality-assurance sample
P34628,false,false,false,true,false,venue-year-stratified quality-assurance sample
P34676,false,false,true,false,false,strong-keyword recall review
P34725,false,false,false,true,false,venue-year-stratified quality-assurance sample
P34763,false,false,false,true,false,venue-year-stratified quality-assurance sample
P34952,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35051,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35099,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35134,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35239,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35255,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35345,true,false,false,false,false,direct title pattern
P35387,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35446,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35471,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35580,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35591,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35758,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35878,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35915,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35927,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35959,false,false,false,true,false,venue-year-stratified quality-assurance sample
P35964,false,false,false,true,false,venue-year-stratified quality-assurance sample
P36043,false,false,false,true,false,venue-year-stratified quality-assurance sample
P36203,false,false,false,true,false,venue-year-stratified quality-assurance sample
P36321,false,false,true,false,false,strong-keyword recall review
P36335,false,false,false,true,false,venue-year-stratified quality-assurance sample
P36346,true,false,false,false,false,direct title pattern
P36371,true,false,false,false,false,direct title pattern
P36400,false,false,false,true,false,venue-year-stratified quality-assurance sample
P36475,false,false,false,true,false,venue-year-stratified quality-assurance sample
P36479,false,false,false,true,false,venue-year-stratified quality-assurance sample
P36660,false,false,false,true,false,venue-year-stratified quality-assurance sample
P36964,false,false,false,true,false,venue-year-stratified quality-assurance sample
P36973,false,false,false,true,false,venue-year-stratified quality-assurance sample
P36974,false,false,true,false,false,strong-keyword recall review
P37026,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37076,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37221,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37234,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37245,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37273,false,false,true,false,false,strong-keyword recall review
P37288,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37293,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37345,true,false,false,false,false,direct title pattern
P37437,true,false,false,false,false,direct title pattern
P37485,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37582,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37686,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37687,false,false,true,false,false,strong-keyword recall review
P37788,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37812,false,false,false,true,false,venue-year-stratified quality-assurance sample
P37838,true,false,false,false,false,direct title pattern
P38018,false,true,true,false,false,abstract promotion pattern
P38056,false,false,false,true,false,venue-year-stratified quality-assurance sample
P38177,false,false,false,true,false,venue-year-stratified quality-assurance sample
P38312,false,false,true,false,false,strong-keyword recall review
P38316,false,false,false,true,false,venue-year-stratified quality-assurance sample
P38460,false,false,false,true,false,venue-year-stratified quality-assurance sample
P38490,false,false,true,false,false,strong-keyword recall review
P38504,true,false,false,false,false,direct title pattern
P38518,false,false,true,false,false,strong-keyword recall review
P38522,false,false,true,false,false,strong-keyword recall review
P38523,false,false,true,false,false,strong-keyword recall review
P38546,false,false,false,true,false,venue-year-stratified quality-assurance sample
P38571,false,false,true,false,false,strong-keyword recall review
P38590,true,false,false,false,false,direct title pattern
P38594,false,false,true,false,false,strong-keyword recall review
P38604,false,false,true,false,false,strong-keyword recall review
P38611,false,false,true,false,false,strong-keyword recall review
P38622,false,false,true,false,false,strong-keyword recall review
P38630,true,false,false,false,false,direct title pattern
P38633,false,false,true,false,false,strong-keyword recall review
P38646,false,false,false,true,false,venue-year-stratified quality-assurance sample
P38648,false,false,true,false,false,strong-keyword recall review
P38670,false,false,true,false,false,strong-keyword recall review
P38696,false,false,true,false,false,strong-keyword recall review
P38737,false,false,true,false,false,strong-keyword recall review
P38739,false,false,false,true,false,venue-year-stratified quality-assurance sample
P38759,false,false,true,false,false,strong-keyword recall review
P38761,true,false,false,false,false,direct title pattern
P38779,false,false,true,false,false,strong-keyword recall review
P38788,false,false,true,false,false,strong-keyword recall review
P38798,true,false,false,false,false,direct title pattern
P38823,false,false,true,false,false,strong-keyword recall review
P38826,true,false,false,false,false,direct title pattern
P38828,false,false,true,false,false,strong-keyword recall review
P38835,false,false,true,false,false,strong-keyword recall review
P38840,false,false,false,true,false,venue-year-stratified quality-assurance sample
P38844,false,false,true,false,false,strong-keyword recall review
P38868,true,false,false,false,false,direct title pattern
P38871,false,false,true,false,false,strong-keyword recall review
P38881,false,false,true,false,false,strong-keyword recall review
P38895,false,false,true,false,false,strong-keyword recall review
P38897,false,false,false,true,false,venue-year-stratified quality-assurance sample
P38918,true,false,false,false,false,direct title pattern
P38922,false,false,true,false,false,strong-keyword recall review
P38927,false,false,true,false,false,strong-keyword recall review
P38934,false,false,true,false,false,strong-keyword recall review
P38935,false,false,true,false,false,strong-keyword recall review
P38940,false,false,true,false,false,strong-keyword recall review
P38942,false,false,false,true,false,venue-year-stratified quality-assurance sample
P38965,false,false,true,false,false,strong-keyword recall review
P38979,false,false,true,false,false,strong-keyword recall review
P38986,false,false,false,true,false,venue-year-stratified quality-assurance sample
P38990,false,false,true,false,false,strong-keyword recall review
P38996,false,false,true,false,false,strong-keyword recall review
P39000,false,false,true,false,false,strong-keyword recall review
P39009,true,false,false,false,false,direct title pattern
P39010,false,false,true,false,false,strong-keyword recall review
P39015,true,false,false,false,false,direct title pattern
P39020,true,false,false,false,false,direct title pattern
P39023,false,false,true,false,false,strong-keyword recall review
P39029,false,false,false,true,false,venue-year-stratified quality-assurance sample
P39031,false,false,true,false,false,strong-keyword recall review
P39042,false,false,true,false,false,strong-keyword recall review
P39045,false,false,true,false,false,strong-keyword recall review
P39055,true,false,false,false,false,direct title pattern
P39057,false,false,true,false,false,strong-keyword recall review
P39061,false,false,true,false,false,strong-keyword recall review
P39064,true,false,false,false,false,direct title pattern
P39071,false,false,false,true,false,venue-year-stratified quality-assurance sample
P39087,true,false,false,false,false,direct title pattern
P39091,false,false,true,false,false,strong-keyword recall review
P39097,true,false,false,false,false,direct title pattern
P39100,false,false,true,false,false,strong-keyword recall review
P39104,false,false,true,false,false,strong-keyword recall review
P39107,false,false,true,false,false,strong-keyword recall review
P39111,true,false,false,false,false,direct title pattern
P39117,false,false,false,true,false,venue-year-stratified quality-assurance sample
P39123,false,false,true,false,false,strong-keyword recall review
P39124,true,false,false,false,false,direct title pattern
P39132,true,false,false,false,false,direct title pattern
P39135,false,false,true,false,false,strong-keyword recall review
P39143,false,false,true,false,false,strong-keyword recall review
P39153,false,false,true,false,false,strong-keyword recall review
P39155,false,true,false,false,false,abstract promotion pattern
P39162,false,false,false,true,false,venue-year-stratified quality-assurance sample
P39166,false,false,true,false,false,strong-keyword recall review
P39169,true,false,false,false,false,direct title pattern
P39202,true,false,false,false,false,direct title pattern
P39209,false,false,true,false,false,strong-keyword recall review
P39211,false,false,true,false,false,strong-keyword recall review
P39216,true,false,false,false,false,direct title pattern
P39226,false,false,false,true,false,venue-year-stratified quality-assurance sample
P39235,false,false,true,false,false,strong-keyword recall review
P39240,false,false,true,false,false,strong-keyword recall review
P39287,false,false,true,false,false,strong-keyword recall review
P39304,false,false,true,false,false,strong-keyword recall review
P39306,false,false,true,false,false,strong-keyword recall review
P39316,false,false,true,false,false,strong-keyword recall review
P39345,false,false,false,true,false,venue-year-stratified quality-assurance sample
P39348,false,false,true,false,false,strong-keyword recall review
P39366,false,false,true,false,false,strong-keyword recall review
P39376,false,false,true,false,false,strong-keyword recall review
P39381,false,true,false,false,false,abstract promotion pattern
P39382,false,true,true,false,false,abstract promotion pattern
P39389,false,true,true,false,false,abstract promotion pattern
P39403,true,false,false,false,false,direct title pattern
P39405,false,true,false,false,false,abstract promotion pattern
P39413,false,false,false,true,false,venue-year-stratified quality-assurance sample
P39424,false,true,false,false,false,abstract promotion pattern
P39431,false,false,true,false,false,strong-keyword recall review
P39449,false,true,true,false,false,abstract promotion pattern
P39455,false,false,true,false,false,strong-keyword recall review
P39497,true,false,false,false,false,direct title pattern
P39508,false,true,false,false,false,abstract promotion pattern
P39511,false,false,true,false,false,strong-keyword recall review
P39521,true,false,false,false,false,direct title pattern
P39522,false,false,true,false,false,strong-keyword recall review
P39549,false,false,false,true,false,venue-year-stratified quality-assurance sample
P39551,false,false,true,false,false,strong-keyword recall review
P39554,false,false,true,false,false,strong-keyword recall review
P39559,false,false,true,false,false,strong-keyword recall review
P39564,false,true,true,false,false,abstract promotion pattern
P39570,false,false,true,false,false,strong-keyword recall review
P39573,false,false,false,false,true,supplemental relevance review
P39598,false,false,true,false,false,strong-keyword recall review
P39601,false,false,true,false,false,strong-keyword recall review
P39602,false,false,false,false,true,supplemental relevance review
P39605,false,false,true,false,false,strong-keyword recall review
P39650,false,false,true,false,false,strong-keyword recall review
P39659,false,false,true,false,false,strong-keyword recall review
P39666,false,false,false,true,false,venue-year-stratified quality-assurance sample
P39668,false,false,true,false,false,strong-keyword recall review
P39670,false,true,false,false,false,abstract promotion pattern
P39674,true,false,false,false,false,direct title pattern
P39679,false,false,true,false,false,strong-keyword recall review
P39680,false,false,false,true,false,venue-year-stratified quality-assurance sample
P39692,false,false,false,false,true,supplemental relevance review
P39712,false,false,true,false,false,strong-keyword recall review
P39732,false,false,true,false,false,strong-keyword recall review
P39765,true,false,false,false,false,direct title pattern
P39771,false,true,false,false,false,abstract promotion pattern
P39772,false,false,true,false,false,strong-keyword recall review
P39782,false,false,true,false,false,strong-keyword recall review
P39786,false,false,true,false,false,strong-keyword recall review
P39798,false,true,false,false,false,abstract promotion pattern
P39804,true,false,false,false,false,direct title pattern
P39817,false,false,false,true,false,venue-year-stratified quality-assurance sample
P40451,false,false,true,false,false,strong-keyword recall review
P40473,true,false,false,false,false,direct title pattern
P40493,true,false,false,false,false,direct title pattern
P40545,false,false,false,true,false,venue-year-stratified quality-assurance sample
P40560,true,false,false,false,false,direct title pattern
P40572,false,true,false,false,false,abstract promotion pattern
P40597,false,false,true,false,false,strong-keyword recall review
P40631,false,false,true,false,false,strong-keyword recall review
P40689,false,false,false,true,false,venue-year-stratified quality-assurance sample
P40742,false,false,true,false,false,strong-keyword recall review
P40813,false,false,true,false,false,strong-keyword recall review
P40832,false,false,false,true,false,venue-year-stratified quality-assurance sample
P40848,false,false,true,false,false,strong-keyword recall review
P40904,false,false,true,false,false,strong-keyword recall review
P40923,true,false,false,false,false,direct title pattern
P40934,true,false,false,false,false,direct title pattern
P40945,false,false,true,false,false,strong-keyword recall review
P40989,false,false,true,false,false,strong-keyword recall review
P41029,true,false,false,false,false,direct title pattern
P41052,true,false,false,false,false,direct title pattern
P41053,false,false,true,false,false,strong-keyword recall review
P41112,true,false,false,false,false,direct title pattern
P41127,false,false,false,true,false,venue-year-stratified quality-assurance sample
P41133,true,false,false,false,false,direct title pattern
P41137,false,false,false,true,false,venue-year-stratified quality-assurance sample
P41208,false,false,true,false,false,strong-keyword recall review
P41241,false,false,false,true,false,venue-year-stratified quality-assurance sample
P41250,false,false,true,false,false,strong-keyword recall review
P41275,true,false,false,false,false,direct title pattern
P41303,true,false,false,false,false,direct title pattern
P41311,false,true,true,false,false,abstract promotion pattern
P41371,false,false,true,false,false,strong-keyword recall review
P41387,true,false,false,false,false,direct title pattern
P41388,true,false,false,false,false,direct title pattern
P41399,false,false,false,true,false,venue-year-stratified quality-assurance sample
P41414,false,false,false,true,false,venue-year-stratified quality-assurance sample
P41465,false,false,true,false,false,strong-keyword recall review
P41505,false,false,false,true,false,venue-year-stratified quality-assurance sample
P41528,false,false,false,true,false,venue-year-stratified quality-assurance sample
P41557,true,false,false,false,false,direct title pattern
P41651,false,false,false,true,false,venue-year-stratified quality-assurance sample
P41667,false,false,true,false,false,strong-keyword recall review
P41709,false,true,true,false,false,abstract promotion pattern
P41736,true,false,false,false,false,direct title pattern
P41745,true,false,false,false,false,direct title pattern
P41766,false,true,true,false,false,abstract promotion pattern
P41770,false,false,true,false,false,strong-keyword recall review
P41874,false,false,true,false,false,strong-keyword recall review
P41875,false,false,false,true,false,venue-year-stratified quality-assurance sample
P41919,false,false,true,false,false,strong-keyword recall review
P41928,false,false,true,false,false,strong-keyword recall review
P41931,true,false,false,false,false,direct title pattern
P41947,false,false,true,false,false,strong-keyword recall review
P41996,false,false,true,false,false,strong-keyword recall review
P42020,false,false,false,false,true,supplemental relevance review
P42021,true,false,false,false,false,direct title pattern
P42050,false,false,true,false,false,strong-keyword recall review
P42109,true,false,false,false,false,direct title pattern
P42138,true,false,false,false,false,direct title pattern
P42150,false,false,true,false,false,strong-keyword recall review
P42165,false,false,true,false,false,strong-keyword recall review
P42172,false,false,true,false,false,strong-keyword recall review
P42174,false,false,false,true,false,venue-year-stratified quality-assurance sample
P42175,false,false,true,false,false,strong-keyword recall review
P42194,false,false,false,true,false,venue-year-stratified quality-assurance sample
