cohort_scope,protocol_id,configuration_id,campaign,os,browser,network,class_name,label_id,split,evaluation_role,sessions,unique_content_hashes,packet_observations,minimum_packets_per_session,maximum_packets_per_session
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,waze.com,8,test,general,45,45,1885,40,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,waze.com,8,train,general,210,210,8813,40,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,waze.com,8,validation,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,ubuntu.com,7,test,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,ubuntu.com,7,train,general,210,210,8820,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,ubuntu.com,7,validation,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,web.de,9,test,general,45,45,1559,22,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,web.de,9,train,general,210,210,7549,21,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,web.de,9,validation,general,45,45,1614,22,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,arin.net,1,test,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,arin.net,1,train,general,210,210,8821,42,43
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,arin.net,1,validation,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,adblockplus.org,0,test,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,adblockplus.org,0,train,general,210,210,8822,42,44
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,adblockplus.org,0,validation,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,flipboard.com,2,test,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,flipboard.com,2,train,general,210,210,8819,41,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,flipboard.com,2,validation,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,garmin.com,3,test,general,45,41,1722,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,garmin.com,3,train,general,210,193,8106,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,garmin.com,3,validation,general,45,41,1722,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,getpocket.com,4,test,general,45,45,1925,42,43
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,getpocket.com,4,train,general,210,210,8965,42,43
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,getpocket.com,4,validation,general,45,45,1921,42,43
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,joinhoney.com,5,test,general,45,35,1431,37,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,joinhoney.com,5,train,general,210,164,6794,37,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,joinhoney.com,5,validation,general,45,35,1437,37,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,trustarc.com,6,test,general,45,45,1623,15,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,trustarc.com,6,train,general,210,210,6964,14,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,trustarc.com,6,validation,general,45,45,1534,14,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,waze.com,8,test,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,waze.com,8,train,general,210,210,8820,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,waze.com,8,validation,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,ubuntu.com,7,test,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,ubuntu.com,7,train,general,210,210,8820,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,ubuntu.com,7,validation,general,45,45,1890,42,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,web.de,9,test,general,45,45,1880,35,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,web.de,9,train,general,210,209,8802,34,42
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,web.de,9,validation,general,45,45,1882,34,42
heldout_primary,general_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,arin.net,1,test,general,45,45,1082,18,35
heldout_primary,general_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,adblockplus.org,0,test,general,45,44,1537,22,41
heldout_primary,general_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,flipboard.com,2,test,general,45,45,1381,17,41
heldout_primary,general_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,garmin.com,3,test,general,45,41,1144,19,39
heldout_primary,general_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,getpocket.com,4,test,general,45,45,993,11,42
heldout_primary,general_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,joinhoney.com,5,test,general,45,35,844,20,30
heldout_primary,general_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,trustarc.com,6,test,general,45,45,1694,29,42
heldout_primary,general_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,waze.com,8,test,general,45,45,1758,20,42
heldout_primary,general_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,ubuntu.com,7,test,general,45,45,1762,29,41
heldout_primary,general_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,web.de,9,test,general,45,45,971,13,41
heldout_primary,general_2026,C26-U-CR-B,2026,ubuntu,chromium,network-b,arin.net,1,test,general,45,45,1062,22,28
heldout_primary,general_2026,C26-U-CR-B,2026,ubuntu,chromium,network-b,adblockplus.org,0,test,general,45,45,1763,30,41
heldout_primary,general_2026,C26-U-CR-B,2026,ubuntu,chromium,network-b,flipboard.com,2,test,general,45,45,1544,21,41
heldout_primary,general_2026,C26-U-CR-B,2026,ubuntu,chromium,network-b,garmin.com,3,test,general,45,41,1328,28,40
heldout_primary,general_2026,C26-U-CR-B,2026,ubuntu,chromium,network-b,getpocket.com,4,test,general,45,45,777,8,41
heldout_primary,general_2026,C26-U-CR-B,2026,ubuntu,chromium,network-b,joinhoney.com,5,test,general,45,35,748,18,29
heldout_primary,general_2026,C26-U-CR-B,2026,ubuntu,chromium,network-b,trustarc.com,6,test,general,45,45,1843,40,41
heldout_primary,general_2026,C26-U-CR-B,2026,ubuntu,chromium,network-b,waze.com,8,test,general,45,45,1845,41,41
heldout_primary,general_2026,C26-U-CR-B,2026,ubuntu,chromium,network-b,ubuntu.com,7,test,general,45,45,1787,35,40
heldout_primary,general_2026,C26-U-CR-B,2026,ubuntu,chromium,network-b,web.de,9,test,general,45,45,1037,14,39
heldout_primary,general_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,arin.net,1,test,general,45,45,985,11,38
heldout_primary,general_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,adblockplus.org,0,test,general,45,45,1845,41,41
heldout_primary,general_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,flipboard.com,2,test,general,45,45,1512,15,42
heldout_primary,general_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,garmin.com,3,test,general,45,41,1082,19,41
heldout_primary,general_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,getpocket.com,4,test,general,45,45,992,10,42
heldout_primary,general_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,joinhoney.com,5,test,general,45,35,773,19,29
heldout_primary,general_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,trustarc.com,6,test,general,45,45,1845,35,42
heldout_primary,general_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,waze.com,8,test,general,45,45,1843,38,42
heldout_primary,general_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,ubuntu.com,7,test,general,45,45,1845,41,41
heldout_primary,general_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,web.de,9,test,general,45,45,1107,13,41
heldout_primary,general_2026,C26-U-FF-B,2026,ubuntu,firefox,network-b,arin.net,1,test,general,45,45,1029,21,27
heldout_primary,general_2026,C26-U-FF-B,2026,ubuntu,firefox,network-b,adblockplus.org,0,test,general,45,45,1845,41,41
heldout_primary,general_2026,C26-U-FF-B,2026,ubuntu,firefox,network-b,flipboard.com,2,test,general,45,45,1678,22,41
heldout_primary,general_2026,C26-U-FF-B,2026,ubuntu,firefox,network-b,garmin.com,3,test,general,45,41,1047,20,32
heldout_primary,general_2026,C26-U-FF-B,2026,ubuntu,firefox,network-b,getpocket.com,4,test,general,45,45,763,8,28
heldout_primary,general_2026,C26-U-FF-B,2026,ubuntu,firefox,network-b,joinhoney.com,5,test,general,45,35,751,18,41
heldout_primary,general_2026,C26-U-FF-B,2026,ubuntu,firefox,network-b,trustarc.com,6,test,general,45,45,1841,38,41
heldout_primary,general_2026,C26-U-FF-B,2026,ubuntu,firefox,network-b,waze.com,8,test,general,45,45,1834,33,41
heldout_primary,general_2026,C26-U-FF-B,2026,ubuntu,firefox,network-b,ubuntu.com,7,test,general,45,45,1845,41,41
heldout_primary,general_2026,C26-U-FF-B,2026,ubuntu,firefox,network-b,web.de,9,test,general,45,45,1068,14,41
heldout_primary,general_2026,C26-W-CR-A,2026,windows,chromium,network-a,arin.net,1,test,general,45,45,1889,41,42
heldout_primary,general_2026,C26-W-CR-A,2026,windows,chromium,network-a,adblockplus.org,0,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-CR-A,2026,windows,chromium,network-a,flipboard.com,2,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-CR-A,2026,windows,chromium,network-a,garmin.com,3,test,general,45,41,1724,42,44
heldout_primary,general_2026,C26-W-CR-A,2026,windows,chromium,network-a,getpocket.com,4,test,general,45,45,1888,40,42
heldout_primary,general_2026,C26-W-CR-A,2026,windows,chromium,network-a,joinhoney.com,5,test,general,45,35,1463,38,43
heldout_primary,general_2026,C26-W-CR-A,2026,windows,chromium,network-a,trustarc.com,6,test,general,45,45,1782,35,42
heldout_primary,general_2026,C26-W-CR-A,2026,windows,chromium,network-a,waze.com,8,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-CR-A,2026,windows,chromium,network-a,ubuntu.com,7,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-CR-A,2026,windows,chromium,network-a,web.de,9,test,general,45,45,1785,25,44
heldout_primary,general_2026,C26-W-CR-B,2026,windows,chromium,network-b,arin.net,1,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-CR-B,2026,windows,chromium,network-b,adblockplus.org,0,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-CR-B,2026,windows,chromium,network-b,flipboard.com,2,test,general,45,45,1894,42,44
heldout_primary,general_2026,C26-W-CR-B,2026,windows,chromium,network-b,garmin.com,3,test,general,45,41,1633,32,42
heldout_primary,general_2026,C26-W-CR-B,2026,windows,chromium,network-b,getpocket.com,4,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-CR-B,2026,windows,chromium,network-b,joinhoney.com,5,test,general,45,35,1445,38,42
heldout_primary,general_2026,C26-W-CR-B,2026,windows,chromium,network-b,trustarc.com,6,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-CR-B,2026,windows,chromium,network-b,waze.com,8,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-CR-B,2026,windows,chromium,network-b,ubuntu.com,7,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-CR-B,2026,windows,chromium,network-b,web.de,9,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,arin.net,1,test,general,45,45,1891,42,43
heldout_primary,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,adblockplus.org,0,test,general,45,45,1889,41,42
heldout_primary,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,flipboard.com,2,test,general,45,45,1888,41,42
heldout_primary,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,garmin.com,3,test,general,45,41,1721,41,42
heldout_primary,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,getpocket.com,4,test,general,45,45,1913,40,43
heldout_primary,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,joinhoney.com,5,test,general,45,35,1430,36,42
heldout_primary,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,trustarc.com,6,test,general,45,45,1765,35,42
heldout_primary,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,waze.com,8,test,general,45,45,1885,40,42
heldout_primary,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,ubuntu.com,7,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-FF-A,2026,windows,firefox,network-a,web.de,9,test,general,45,45,1559,22,42
heldout_primary,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,arin.net,1,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,adblockplus.org,0,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,flipboard.com,2,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,garmin.com,3,test,general,45,41,1722,42,42
heldout_primary,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,getpocket.com,4,test,general,45,45,1925,42,43
heldout_primary,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,joinhoney.com,5,test,general,45,35,1431,37,42
heldout_primary,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,trustarc.com,6,test,general,45,45,1623,15,42
heldout_primary,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,waze.com,8,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,ubuntu.com,7,test,general,45,45,1890,42,42
heldout_primary,general_2026,C26-W-FF-B,2026,windows,firefox,network-b,web.de,9,test,general,45,45,1880,35,42
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,2024,ubuntu,chromium,network-a,adblockplus.org,0,test,source_test,45,45,1786,39,40
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,2024,ubuntu,chromium,network-a,arin.net,1,test,source_test,45,45,1730,21,40
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,2024,ubuntu,chromium,network-a,flipboard.com,2,test,source_test,45,45,1019,10,40
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,2024,ubuntu,chromium,network-a,garmin.com,3,test,source_test,45,45,1200,14,40
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,2024,ubuntu,chromium,network-a,getpocket.com,4,test,source_test,45,45,1781,32,40
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,2024,ubuntu,chromium,network-a,joinhoney.com,5,test,source_test,45,45,1111,9,40
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,2024,ubuntu,chromium,network-a,trustarc.com,6,test,source_test,45,45,1673,21,40
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,2024,ubuntu,chromium,network-a,ubuntu.com,7,test,source_test,45,45,816,7,40
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,2024,ubuntu,chromium,network-a,waze.com,8,test,source_test,45,45,781,8,40
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,2024,ubuntu,chromium,network-a,web.de,9,test,source_test,45,45,1154,7,40
heldout_primary,temporal_2024_to_2026,C24-U-FF-A,2024,ubuntu,firefox,network-a,adblockplus.org,0,test,source_test,45,45,1886,38,42
heldout_primary,temporal_2024_to_2026,C24-U-FF-A,2024,ubuntu,firefox,network-a,arin.net,1,test,source_test,45,45,1890,42,42
heldout_primary,temporal_2024_to_2026,C24-U-FF-A,2024,ubuntu,firefox,network-a,flipboard.com,2,test,source_test,45,45,1173,15,42
heldout_primary,temporal_2024_to_2026,C24-U-FF-A,2024,ubuntu,firefox,network-a,garmin.com,3,test,source_test,45,45,1293,14,42
heldout_primary,temporal_2024_to_2026,C24-U-FF-A,2024,ubuntu,firefox,network-a,getpocket.com,4,test,source_test,45,45,1886,39,42
heldout_primary,temporal_2024_to_2026,C24-U-FF-A,2024,ubuntu,firefox,network-a,joinhoney.com,5,test,source_test,45,45,1188,13,42
heldout_primary,temporal_2024_to_2026,C24-U-FF-A,2024,ubuntu,firefox,network-a,trustarc.com,6,test,source_test,45,45,1558,13,42
heldout_primary,temporal_2024_to_2026,C24-U-FF-A,2024,ubuntu,firefox,network-a,ubuntu.com,7,test,source_test,45,45,1071,16,42
heldout_primary,temporal_2024_to_2026,C24-U-FF-A,2024,ubuntu,firefox,network-a,waze.com,8,test,source_test,45,45,1005,14,42
heldout_primary,temporal_2024_to_2026,C24-U-FF-A,2024,ubuntu,firefox,network-a,web.de,9,test,source_test,45,45,1008,9,42
heldout_primary,temporal_2024_to_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,adblockplus.org,0,test,target_test_primary,45,45,1772,27,41
heldout_primary,temporal_2024_to_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,arin.net,1,test,target_test_primary,45,45,1082,18,35
heldout_primary,temporal_2024_to_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,flipboard.com,2,test,target_test_primary,45,45,1381,17,41
heldout_primary,temporal_2024_to_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,garmin.com,3,test,target_test_primary,45,45,1256,19,39
heldout_primary,temporal_2024_to_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,getpocket.com,4,test,target_test_primary,45,45,993,11,42
heldout_primary,temporal_2024_to_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,joinhoney.com,5,test,target_test_primary,45,45,998,14,37
heldout_primary,temporal_2024_to_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,trustarc.com,6,test,target_test_primary,45,45,1408,23,41
heldout_primary,temporal_2024_to_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,ubuntu.com,7,test,target_test_primary,45,45,1762,29,41
heldout_primary,temporal_2024_to_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,waze.com,8,test,target_test_primary,45,45,1193,19,41
heldout_primary,temporal_2024_to_2026,C26-U-CR-A,2026,ubuntu,chromium,network-a,web.de,9,test,target_test_primary,45,45,971,13,41
heldout_primary,temporal_2024_to_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,adblockplus.org,0,test,target_test_primary,45,45,1176,22,32
heldout_primary,temporal_2024_to_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,arin.net,1,test,target_test_primary,45,45,985,11,38
heldout_primary,temporal_2024_to_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,flipboard.com,2,test,target_test_primary,45,45,1512,15,42
heldout_primary,temporal_2024_to_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,garmin.com,3,test,target_test_primary,45,45,1194,19,41
heldout_primary,temporal_2024_to_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,getpocket.com,4,test,target_test_primary,45,45,992,10,42
heldout_primary,temporal_2024_to_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,joinhoney.com,5,test,target_test_primary,45,45,1220,14,41
heldout_primary,temporal_2024_to_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,trustarc.com,6,test,target_test_primary,45,45,1228,23,32
heldout_primary,temporal_2024_to_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,ubuntu.com,7,test,target_test_primary,45,45,1845,41,41
heldout_primary,temporal_2024_to_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,waze.com,8,test,target_test_primary,45,45,1420,18,41
heldout_primary,temporal_2024_to_2026,C26-U-FF-A,2026,ubuntu,firefox,network-a,web.de,9,test,target_test_primary,45,45,1107,13,41
