cohort_scope,protocol_id,configuration_id,class_name,estimator,feature,category,category_code,termination_sensitive,contributing_sessions,observations,weighted_prevalence
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,direction,c2s,1,false,300,12046,0.250865971017
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,tcp_flag_pattern,ACK,16,false,300,12046,0.69873860869
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12046,0.30126139131
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,direction,s2c,-1,false,300,12650,0.794387351779
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,direction,c2s,1,false,300,12650,0.205612648221
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12650,0.773517786561
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12650,0.226482213439
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,direction,s2c,-1,false,300,12650,0.794309776335
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,direction,c2s,1,false,300,12650,0.205690223665
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,tcp_flag_pattern,ACK,16,false,300,12650,0.773411868687
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12650,0.226588131313
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,direction,s2c,-1,false,300,12601,0.619474644869
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,direction,c2s,1,false,300,12601,0.380525355131
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12601,0.585271010237
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12601,0.414728989763
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,session_balanced,direction,s2c,-1,false,300,12601,0.619479512735
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,session_balanced,direction,c2s,1,false,300,12601,0.380520487265
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,session_balanced,tcp_flag_pattern,ACK,16,false,300,12601,0.585275009228
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12601,0.414724990772
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,flipboard.com,packet_pooled,direction,s2c,-1,false,300,12605,0.654422848076
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,flipboard.com,packet_pooled,direction,c2s,1,false,300,12605,0.345577151924
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,flipboard.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12605,0.618326061087
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,flipboard.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12605,0.381673938913
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,flipboard.com,session_balanced,direction,s2c,-1,false,300,12605,0.65441540844
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,flipboard.com,session_balanced,direction,c2s,1,false,300,12605,0.34558459156
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,flipboard.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12605,0.618309048675
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,flipboard.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12605,0.381690951325
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,garmin.com,packet_pooled,direction,s2c,-1,false,275,10929,0.759264342575
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,garmin.com,packet_pooled,direction,c2s,1,false,275,10929,0.240735657425
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,garmin.com,packet_pooled,tcp_flag_pattern,ACK,16,false,275,10929,0.729709946015
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,garmin.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,275,10929,0.270290053985
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,garmin.com,session_balanced,direction,s2c,-1,false,275,10929,0.758100650862
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,garmin.com,session_balanced,direction,c2s,1,false,275,10929,0.241899349138
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,garmin.com,session_balanced,tcp_flag_pattern,ACK,16,false,275,10929,0.728331727944
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,garmin.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,275,10929,0.271668272056
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,getpocket.com,packet_pooled,direction,s2c,-1,false,300,12597,0.776057791538
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,getpocket.com,packet_pooled,direction,c2s,1,false,300,12597,0.223942208462
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,getpocket.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12597,0.743034055728
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,getpocket.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12597,0.256965944272
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,getpocket.com,session_balanced,direction,s2c,-1,false,300,12597,0.776035617499
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,getpocket.com,session_balanced,direction,c2s,1,false,300,12597,0.223964382501
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,getpocket.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12597,0.742961672474
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,getpocket.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12597,0.257038327526
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,joinhoney.com,packet_pooled,direction,s2c,-1,false,234,9711,0.759448048605
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,joinhoney.com,packet_pooled,direction,c2s,1,false,234,9711,0.240551951395
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,joinhoney.com,packet_pooled,tcp_flag_pattern,ACK,16,false,234,9711,0.745134383689
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,joinhoney.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,234,9711,0.254865616311
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,joinhoney.com,session_balanced,direction,s2c,-1,false,234,9711,0.759871096916
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,joinhoney.com,session_balanced,direction,c2s,1,false,234,9711,0.240128903084
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,joinhoney.com,session_balanced,tcp_flag_pattern,ACK,16,false,234,9711,0.746410572828
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,joinhoney.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,234,9711,0.253589427172
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,trustarc.com,packet_pooled,direction,s2c,-1,false,300,12600,0.712380952381
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,trustarc.com,packet_pooled,direction,c2s,1,false,300,12600,0.287619047619
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,trustarc.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12600,0.703571428571
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,trustarc.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12600,0.296428571429
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,trustarc.com,session_balanced,direction,s2c,-1,false,300,12600,0.712380952381
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,trustarc.com,session_balanced,direction,c2s,1,false,300,12600,0.287619047619
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,trustarc.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12600,0.703571428571
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,trustarc.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12600,0.296428571429
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,waze.com,packet_pooled,direction,s2c,-1,false,300,12600,0.772301587302
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,waze.com,packet_pooled,direction,c2s,1,false,300,12600,0.227698412698
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,waze.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12600,0.772619047619
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,waze.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12600,0.227380952381
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,waze.com,session_balanced,direction,s2c,-1,false,300,12600,0.772301587302
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,waze.com,session_balanced,direction,c2s,1,false,300,12600,0.227698412698
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,waze.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12600,0.772619047619
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,waze.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12600,0.227380952381
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,ubuntu.com,packet_pooled,direction,s2c,-1,false,300,12610,0.648691514671
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,ubuntu.com,packet_pooled,direction,c2s,1,false,300,12610,0.351308485329
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,ubuntu.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12610,0.437034099921
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,ubuntu.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12610,0.562965900079
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,ubuntu.com,session_balanced,direction,s2c,-1,false,300,12610,0.648689574315
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,ubuntu.com,session_balanced,direction,c2s,1,false,300,12610,0.351310425685
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,ubuntu.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12610,0.437031926407
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,ubuntu.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12610,0.562968073593
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,web.de,packet_pooled,direction,s2c,-1,false,300,12600,0.727222222222
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,web.de,packet_pooled,direction,c2s,1,false,300,12600,0.272777777778
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,web.de,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12600,0.710476190476
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,web.de,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12600,0.289523809524
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,web.de,session_balanced,direction,s2c,-1,false,300,12600,0.727222222222
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,web.de,session_balanced,direction,c2s,1,false,300,12600,0.272777777778
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,web.de,session_balanced,tcp_flag_pattern,ACK,16,false,300,12600,0.710476190476
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,web.de,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12600,0.289523809524
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,arin.net,packet_pooled,direction,s2c,-1,false,300,12601,0.793429092929
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,arin.net,packet_pooled,direction,c2s,1,false,300,12601,0.206570907071
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,arin.net,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12601,0.768986588366
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,arin.net,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12601,0.231013411634
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,arin.net,session_balanced,direction,s2c,-1,false,300,12601,0.793428499401
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,arin.net,session_balanced,direction,c2s,1,false,300,12601,0.206571500599
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,arin.net,session_balanced,tcp_flag_pattern,ACK,16,false,300,12601,0.768968929224
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,arin.net,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12601,0.231031070776
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,adblockplus.org,packet_pooled,direction,s2c,-1,false,300,12597,0.76915138525
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,adblockplus.org,packet_pooled,direction,c2s,1,false,300,12597,0.23084861475
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,adblockplus.org,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12597,0.637850281813
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,adblockplus.org,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12597,0.362149718187
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,adblockplus.org,session_balanced,direction,s2c,-1,false,300,12597,0.769156020132
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,adblockplus.org,session_balanced,direction,c2s,1,false,300,12597,0.230843979868
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,adblockplus.org,session_balanced,tcp_flag_pattern,ACK,16,false,300,12597,0.637855207124
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,adblockplus.org,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12597,0.362144792877
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,flipboard.com,packet_pooled,direction,s2c,-1,false,300,12592,0.736340533672
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,flipboard.com,packet_pooled,direction,c2s,1,false,300,12592,0.263659466328
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,flipboard.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12592,0.711404066074
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,flipboard.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12592,0.288595933926
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,flipboard.com,session_balanced,direction,s2c,-1,false,300,12592,0.736367595819
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,flipboard.com,session_balanced,direction,c2s,1,false,300,12592,0.263632404181
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,flipboard.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12592,0.711460704607
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,flipboard.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12592,0.288539295393
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,garmin.com,packet_pooled,direction,s2c,-1,false,275,11541,0.7458625769
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,garmin.com,packet_pooled,direction,c2s,1,false,275,11541,0.2541374231
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,garmin.com,packet_pooled,tcp_flag_pattern,ACK,16,false,275,11541,0.661034572394
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,garmin.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,275,11541,0.338965427606
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,garmin.com,session_balanced,direction,s2c,-1,false,275,11541,0.745839298912
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,garmin.com,session_balanced,direction,c2s,1,false,275,11541,0.254160701088
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,garmin.com,session_balanced,tcp_flag_pattern,ACK,16,false,275,11541,0.661001794953
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,garmin.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,275,11541,0.338998205047
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,getpocket.com,packet_pooled,direction,s2c,-1,false,300,12765,0.792009400705
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,getpocket.com,packet_pooled,direction,c2s,1,false,300,12765,0.207990599295
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,getpocket.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12765,0.745867606737
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,getpocket.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12765,0.254132393263
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,getpocket.com,session_balanced,direction,s2c,-1,false,300,12765,0.792004323889
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,getpocket.com,session_balanced,direction,c2s,1,false,300,12765,0.207995676111
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,getpocket.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12765,0.745771106249
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,getpocket.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12765,0.254228893751
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,joinhoney.com,packet_pooled,direction,s2c,-1,false,234,9658,0.789190308552
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,joinhoney.com,packet_pooled,direction,c2s,1,false,234,9658,0.210809691448
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,joinhoney.com,packet_pooled,tcp_flag_pattern,ACK,16,false,234,9658,0.750776558294
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,joinhoney.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,234,9658,0.249223441706
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,joinhoney.com,session_balanced,direction,s2c,-1,false,234,9658,0.789406815134
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,joinhoney.com,session_balanced,direction,c2s,1,false,234,9658,0.210593184866
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,joinhoney.com,session_balanced,tcp_flag_pattern,ACK,16,false,234,9658,0.751913111723
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,joinhoney.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,234,9658,0.248086888277
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,trustarc.com,packet_pooled,direction,s2c,-1,false,300,11838,0.785605676635
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,trustarc.com,packet_pooled,direction,c2s,1,false,300,11838,0.214394323365
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,trustarc.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,11838,0.744720391958
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,trustarc.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,11838,0.255279608042
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,trustarc.com,session_balanced,direction,s2c,-1,false,300,11838,0.78784861429
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,trustarc.com,session_balanced,direction,c2s,1,false,300,11838,0.21215138571
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,trustarc.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,11838,0.749702089474
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,trustarc.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,11838,0.250297910526
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,waze.com,packet_pooled,direction,s2c,-1,false,300,12588,0.784477279949
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,waze.com,packet_pooled,direction,c2s,1,false,300,12588,0.215522720051
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,waze.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12588,0.688910073085
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,waze.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12588,0.311089926915
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,waze.com,session_balanced,direction,s2c,-1,false,300,12588,0.78448073945
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,waze.com,session_balanced,direction,c2s,1,false,300,12588,0.21551926055
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,waze.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12588,0.688900890437
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,waze.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12588,0.311099109563
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,ubuntu.com,packet_pooled,direction,s2c,-1,false,300,12600,0.71373015873
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,ubuntu.com,packet_pooled,direction,c2s,1,false,300,12600,0.28626984127
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,ubuntu.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12600,0.619603174603
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,ubuntu.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12600,0.380396825397
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,ubuntu.com,session_balanced,direction,s2c,-1,false,300,12600,0.71373015873
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,ubuntu.com,session_balanced,direction,c2s,1,false,300,12600,0.28626984127
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,ubuntu.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12600,0.619603174603
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,ubuntu.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12600,0.380396825397
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,web.de,packet_pooled,direction,s2c,-1,false,300,10722,0.75275135236
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,web.de,packet_pooled,direction,c2s,1,false,300,10722,0.24724864764
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,web.de,packet_pooled,tcp_flag_pattern,ACK,16,false,300,10722,0.679444133557
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,web.de,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,10722,0.320555866443
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,web.de,session_balanced,direction,s2c,-1,false,300,10722,0.756951602922
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,web.de,session_balanced,direction,c2s,1,false,300,10722,0.243048397078
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,web.de,session_balanced,tcp_flag_pattern,ACK,16,false,300,10722,0.689604182566
general_all_sessions_sensitivity,general_2026,C26-W-FF-A,web.de,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,10722,0.310395817434
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,arin.net,packet_pooled,direction,s2c,-1,false,300,12601,0.778192206968
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,arin.net,packet_pooled,direction,c2s,1,false,300,12601,0.221807793032
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,arin.net,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12601,0.795809856361
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,arin.net,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12601,0.204190143639
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,arin.net,session_balanced,direction,s2c,-1,false,300,12601,0.77819306017
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,arin.net,session_balanced,direction,c2s,1,false,300,12601,0.22180693983
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,arin.net,session_balanced,tcp_flag_pattern,ACK,16,false,300,12601,0.795815799188
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,arin.net,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12601,0.204184200812
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,adblockplus.org,packet_pooled,direction,s2c,-1,false,300,12602,0.762577368672
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,adblockplus.org,packet_pooled,direction,c2s,1,false,300,12602,0.237422631328
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,adblockplus.org,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12602,0.720599904777
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,adblockplus.org,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12602,0.279400095223
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,adblockplus.org,session_balanced,direction,s2c,-1,false,300,12602,0.762582972583
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,adblockplus.org,session_balanced,direction,c2s,1,false,300,12602,0.237417027417
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,adblockplus.org,session_balanced,tcp_flag_pattern,ACK,16,false,300,12602,0.720602453102
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,adblockplus.org,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12602,0.279397546898
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,flipboard.com,packet_pooled,direction,s2c,-1,false,300,12599,0.665529010239
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,flipboard.com,packet_pooled,direction,c2s,1,false,300,12599,0.334470989761
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,flipboard.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12599,0.636796571156
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,flipboard.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12599,0.363203428844
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,flipboard.com,session_balanced,direction,s2c,-1,false,300,12599,0.665522648084
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,flipboard.com,session_balanced,direction,c2s,1,false,300,12599,0.334477351916
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,flipboard.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12599,0.636780874952
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,flipboard.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12599,0.363219125048
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,garmin.com,packet_pooled,direction,s2c,-1,false,275,11550,0.712640692641
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,garmin.com,packet_pooled,direction,c2s,1,false,275,11550,0.287359307359
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,garmin.com,packet_pooled,tcp_flag_pattern,ACK,16,false,275,11550,0.679480519481
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,garmin.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,275,11550,0.320519480519
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,garmin.com,session_balanced,direction,s2c,-1,false,275,11550,0.712640692641
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,garmin.com,session_balanced,direction,c2s,1,false,275,11550,0.287359307359
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,garmin.com,session_balanced,tcp_flag_pattern,ACK,16,false,275,11550,0.679480519481
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,garmin.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,275,11550,0.320519480519
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,getpocket.com,packet_pooled,direction,s2c,-1,false,300,12811,0.754976192335
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,getpocket.com,packet_pooled,direction,c2s,1,false,300,12811,0.245023807665
general_all_sessions_sensitivity,general_2026,C26-W-FF-B,getpocket.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12811,0.713917726953
