cohort_scope,protocol_id,configuration_id,class_name,estimator,direction_stratum,feature,unit,contributing_sessions,observations,mean,q10,q25,median,q75,q90,iqr,minimum,maximum
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,packet_pooled,c2s,ipv4_ttl,raw_value,300,2861,128,128,128,128,128,128,0,128,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,packet_pooled,c2s,tcp_payload_length_bytes,bytes,300,2861,65.8175463125,0,0,0,31,488,31,0,518
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,packet_pooled,c2s,tcp_window_raw,raw_value,300,2861,65501.5515554,65327,65535,65535,65535,65535,0,64531,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,packet_pooled,s2c,frame_length_bytes,bytes,300,9739,931.631481672,60,94,1494,1494,1494,1400,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,packet_pooled,s2c,iat_us,milliseconds,300,9439,2.08111155843,0,0,0,0.257,1.38,0.257,0,1300.957
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,packet_pooled,s2c,ip_total_length_bytes,bytes,300,9739,916.945784988,40,80,1480,1480,1480,1400,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,packet_pooled,s2c,ipv4_ttl,raw_value,300,9739,64,64,64,64,64,64,0,64,64
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,packet_pooled,s2c,tcp_payload_length_bytes,bytes,300,9739,876.945784988,0,40,1440,1440,1440,1400,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,packet_pooled,s2c,tcp_window_raw,raw_value,300,9739,65535,65535,65535,65535,65535,65535,0,65535,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,all,frame_length_bytes,bytes,300,12600,748.231031746,60,74,324,1494,1494,1420,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,all,iat_us,milliseconds,300,12300,2.0392295122,0,0,0,0.282,1.321,0.282,0,1300.957
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,all,ip_total_length_bytes,bytes,300,12600,732.768174603,40,60,310,1480,1480,1420,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,all,ipv4_ttl,raw_value,300,12600,78.5320634921,64,64,64,64,128,0,64,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,all,tcp_payload_length_bytes,bytes,300,12600,692.768174603,0,20,270,1440,1440,1420,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,all,tcp_window_raw,raw_value,300,12600,65527.4050794,65535,65535,65535,65535,65535,0,64531,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,c2s,frame_length_bytes,bytes,300,2861,124.61314504,60,60,60,85,542,25,60,572
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,c2s,iat_us,milliseconds,300,2861,1.90458326023,0.072,0.118,0.182,0.357,1.138,0.239,0.001,123.203
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,c2s,ip_total_length_bytes,bytes,300,2861,106.524612406,40,40,40,71,528,31,40,558
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,c2s,ipv4_ttl,raw_value,300,2861,128,128,128,128,128,128,0,128,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,c2s,tcp_payload_length_bytes,bytes,300,2861,66.5246124061,0,0,0,31,488,31,0,518
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,c2s,tcp_window_raw,raw_value,300,2861,65501.4555158,65327,65535,65535,65535,65535,0,64531,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,s2c,frame_length_bytes,bytes,300,9739,929.547245068,60,94,1494,1494,1494,1400,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,s2c,iat_us,milliseconds,300,9439,2.08369154259,0,0,0,0.257,1.375,0.257,0,1300.957
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,s2c,ip_total_length_bytes,bytes,300,9739,914.860974549,40,80,1480,1480,1480,1400,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,s2c,ipv4_ttl,raw_value,300,9739,64,64,64,64,64,64,0,64,64
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,s2c,tcp_payload_length_bytes,bytes,300,9739,874.860974549,0,40,1440,1440,1440,1400,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,waze.com,session_balanced,s2c,tcp_window_raw,raw_value,300,9739,65535,65535,65535,65535,65535,65535,0,65535,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,all,frame_length_bytes,bytes,300,12601,556.341004682,60,60,94,1494,1494,1434,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,all,iat_us,milliseconds,300,12301,12.4335361353,0,0,0.152,0.864,17.202,0.864,0,2334.11
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,all,ip_total_length_bytes,bytes,300,12601,540.422109356,40,40,80,1480,1480,1440,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,all,ipv4_ttl,raw_value,300,12601,83.6911356242,64,64,64,128,128,64,64,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,all,tcp_payload_length_bytes,bytes,300,12601,500.422109356,0,0,40,1440,1440,1440,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,all,tcp_window_raw,raw_value,300,12601,65487.0753115,65282,65535,65535,65535,65535,0,64089,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,c2s,frame_length_bytes,bytes,300,3877,115.222336858,60,60,60,146,153,86,60,552
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,c2s,iat_us,milliseconds,300,3877,5.05835104462,0.083,0.128,0.186,0.511,3.233,0.383,0.001,245.712
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,c2s,ip_total_length_bytes,bytes,300,3877,97.5483621357,40,40,40,132,139,92,40,538
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,c2s,ipv4_ttl,raw_value,300,3877,128,128,128,128,128,128,0,128,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,c2s,tcp_payload_length_bytes,bytes,300,3877,57.5483621357,0,0,0,92,99,92,0,498
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,c2s,tcp_window_raw,raw_value,300,3877,65379.2354914,64941,65262,65535,65535,65535,273,64089,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,s2c,frame_length_bytes,bytes,300,8724,752.376891334,60,74,327,1494,1494,1420,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,s2c,iat_us,milliseconds,300,8424,15.8278372507,0,0,0,1.487,17.595,1.487,0,2334.11
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,s2c,ip_total_length_bytes,bytes,300,8724,737.237964237,40,60,313,1480,1480,1420,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,s2c,ipv4_ttl,raw_value,300,8724,64,64,64,64,64,64,0,64,64
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,s2c,tcp_payload_length_bytes,bytes,300,8724,697.237964237,0,20,273,1440,1440,1420,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,packet_pooled,s2c,tcp_window_raw,raw_value,300,8724,65535,65535,65535,65535,65535,65535,0,65535,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,all,frame_length_bytes,bytes,300,12601,556.335007383,60,60,94,1494,1494,1434,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,all,iat_us,milliseconds,300,12301,12.4333074139,0,0,0.152,0.864,17.202,0.864,0,2334.11
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,all,ip_total_length_bytes,bytes,300,12601,540.416103728,40,40,80,1480,1480,1440,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,all,ipv4_ttl,raw_value,300,12601,83.6911627907,64,64,64,128,128,64,64,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,all,tcp_payload_length_bytes,bytes,300,12601,500.416103728,0,0,40,1440,1440,1440,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,all,tcp_window_raw,raw_value,300,12601,65487.0757309,65282,65535,65535,65535,65535,0,64089,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,c2s,frame_length_bytes,bytes,300,3877,115.257475968,60,60,60,146,153,86,60,552
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,c2s,iat_us,milliseconds,300,3877,4.94431134393,0.084,0.128,0.186,0.506,3.229,0.378,0.001,245.712
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,c2s,ip_total_length_bytes,bytes,300,3877,97.5723367743,40,40,40,132,139,92,40,538
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,c2s,ipv4_ttl,raw_value,300,3877,128,128,128,128,128,128,0,128,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,c2s,tcp_payload_length_bytes,bytes,300,3877,57.5723367743,0,0,0,92,99,92,0,498
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,c2s,tcp_window_raw,raw_value,300,3877,65379.1744815,64941,65262,65535,65535,65535,273,64089,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,s2c,frame_length_bytes,bytes,300,8724,751.01318904,60,74,327,1494,1494,1420,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,s2c,iat_us,milliseconds,300,8424,15.8072905749,0,0,0,1.474,17.582,1.474,0,2334.11
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,s2c,ip_total_length_bytes,bytes,300,8724,735.868958402,40,60,313,1480,1480,1420,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,s2c,ipv4_ttl,raw_value,300,8724,64,64,64,64,64,64,0,64,64
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,s2c,tcp_payload_length_bytes,bytes,300,8724,695.868958402,0,20,273,1440,1440,1420,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,ubuntu.com,session_balanced,s2c,tcp_window_raw,raw_value,300,8724,65535,65535,65535,65535,65535,65535,0,65535,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,all,frame_length_bytes,bytes,300,12046,740.123360452,60,60,341,1494,1494,1434,60,1530
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,all,iat_us,milliseconds,300,11746,9.036019496,0,0,0.057,0.308,2.581,0.308,0,3356.183
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,all,ip_total_length_bytes,bytes,300,12046,724.535115391,40,40,327,1480,1480,1440,40,1516
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,all,ipv4_ttl,raw_value,300,12046,80.1301676905,64,64,64,128,128,64,64,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,all,tcp_payload_length_bytes,bytes,300,12046,684.535115391,0,0,287,1440,1440,1440,0,1476
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,all,tcp_window_raw,raw_value,300,12046,65494.2624938,65535,65535,65535,65535,65535,0,64077,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,c2s,frame_length_bytes,bytes,300,3036,141.100790514,60,60,60,146,340,86,60,1530
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,c2s,iat_us,milliseconds,300,2990,5.6308367893,0.067,0.111,0.179,0.387,1.5,0.276,0,3356.183
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,c2s,ip_total_length_bytes,bytes,300,3036,123.296442688,40,40,40,132,326,92,40,1516
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,c2s,ipv4_ttl,raw_value,300,3036,128,128,128,128,128,128,0,128,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,c2s,tcp_payload_length_bytes,bytes,300,3036,83.2964426877,0,0,0,92,286,92,0,1476
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,c2s,tcp_window_raw,raw_value,300,3036,65373.3649539,64869,65535,65535,65535,65535,0,64077,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,s2c,frame_length_bytes,bytes,300,9010,941.96936737,60,94,1494,1494,1494,1400,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,s2c,iat_us,milliseconds,300,8756,10.1988217222,0,0,0,0.267,3.159,0.267,0,1508.656
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,s2c,ip_total_length_bytes,bytes,300,9010,927.127857936,40,80,1480,1480,1480,1400,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,s2c,ipv4_ttl,raw_value,300,9010,64,64,64,64,64,64,0,64,64
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,s2c,tcp_payload_length_bytes,bytes,300,9010,887.127857936,0,40,1440,1440,1440,1400,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,packet_pooled,s2c,tcp_window_raw,raw_value,300,9010,65535,65535,65535,65535,65535,65535,0,65535,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,all,frame_length_bytes,bytes,300,12046,743.58038659,60,60,341,1494,1494,1434,60,1530
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,all,iat_us,milliseconds,300,11746,9.31541704657,0,0,0.053,0.3,2.492,0.3,0,3356.183
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,all,ip_total_length_bytes,bytes,300,12046,728.002511832,40,40,327,1480,1480,1440,40,1516
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,all,ipv4_ttl,raw_value,300,12046,80.0554221451,64,64,64,128,128,64,64,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,all,tcp_payload_length_bytes,bytes,300,12046,688.002511832,0,0,287,1440,1440,1440,0,1476
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,all,tcp_window_raw,raw_value,300,12046,65494.5032919,65535,65535,65535,65535,65535,0,64077,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,c2s,frame_length_bytes,bytes,300,3036,148.230019925,60,60,60,144,432,84,60,1530
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,c2s,iat_us,milliseconds,300,2990,5.33939821502,0.066,0.111,0.176,0.364,1.341,0.253,0,3356.183
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,c2s,ip_total_length_bytes,bytes,300,3036,130.344697081,40,40,40,130,418,90,40,1516
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,c2s,ipv4_ttl,raw_value,300,3036,128,128,128,128,128,128,0,128,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,c2s,tcp_payload_length_bytes,bytes,300,3036,90.3446970807,0,0,0,90,378,90,0,1476
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,c2s,tcp_window_raw,raw_value,300,3036,65375.2637804,64880,65535,65535,65535,65535,0,64077,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,s2c,frame_length_bytes,bytes,300,9010,940.584852924,60,94,1494,1494,1494,1400,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,s2c,iat_us,milliseconds,300,8756,10.6254751034,0,0,0,0.266,3.094,0.266,0,1508.656
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,s2c,ip_total_length_bytes,bytes,300,9010,925.758259558,40,80,1480,1480,1480,1400,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,s2c,ipv4_ttl,raw_value,300,9010,64,64,64,64,64,64,0,64,64
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,s2c,tcp_payload_length_bytes,bytes,300,9010,885.758259558,0,40,1440,1440,1440,1400,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-A,web.de,session_balanced,s2c,tcp_window_raw,raw_value,300,9010,65535,65535,65535,65535,65535,65535,0,65535,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,all,frame_length_bytes,bytes,300,12650,1083.18023715,60,679,1494,1494,1494,815,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,all,iat_us,milliseconds,300,12350,16.474628664,0,0,0,0.793,7.722,0.793,0,1227.548
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,all,ip_total_length_bytes,bytes,300,12650,1067.87731225,40,665,1480,1480,1480,815,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,all,ipv4_ttl,raw_value,300,12650,215.72798419,64,255,255,255,255,0,64,255
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,all,tcp_payload_length_bytes,bytes,300,12650,1027.87731225,0,625,1440,1440,1440,815,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,all,tcp_window_raw,raw_value,300,12650,65507.8590514,65535,65535,65535,65535,65535,0,64096,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,c2s,frame_length_bytes,bytes,300,2601,228.959246444,60,60,60,610,699,550,60,738
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,c2s,iat_us,milliseconds,300,2601,10.7899088812,0.088,0.129,0.21,1.87,12.48,1.741,0.036,735.957
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,c2s,ip_total_length_bytes,bytes,300,2601,210.590157632,40,40,40,596,685,556,40,724
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,c2s,ipv4_ttl,raw_value,300,2601,64,64,64,64,64,64,0,64,64
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,c2s,tcp_payload_length_bytes,bytes,300,2601,170.590157632,0,0,0,556,645,556,0,684
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,c2s,tcp_window_raw,raw_value,300,2601,65402.9996155,64844,65535,65535,65535,65535,0,64096,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,s2c,frame_length_bytes,bytes,300,10049,1304.27972933,624,1482,1494,1494,1494,12,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,s2c,iat_us,milliseconds,300,9749,17.9912925428,0,0,0,0.6,6.659,0.6,0,1227.548
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,s2c,ip_total_length_bytes,bytes,300,10049,1289.77042492,610,1468,1480,1480,1480,12,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,s2c,ipv4_ttl,raw_value,300,10049,255,255,255,255,255,255,0,255,255
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,s2c,tcp_payload_length_bytes,bytes,300,10049,1249.77042492,570,1428,1440,1440,1440,12,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,packet_pooled,s2c,tcp_window_raw,raw_value,300,10049,65535,65535,65535,65535,65535,65535,0,65535,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,all,frame_length_bytes,bytes,300,12650,1082.75935097,60,679,1494,1494,1494,815,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,all,iat_us,milliseconds,300,12350,16.5152060327,0,0,0,0.793,7.753,0.793,0,1227.548
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,all,ip_total_length_bytes,bytes,300,12650,1067.45568582,40,665,1480,1480,1480,815,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,all,ipv4_ttl,raw_value,300,12650,215.71316728,64,255,255,255,255,0,64,255
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,all,tcp_payload_length_bytes,bytes,300,12650,1027.45568582,0,625,1440,1440,1440,815,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,all,tcp_window_raw,raw_value,300,12650,65507.8077999,65535,65535,65535,65535,65535,0,64096,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,c2s,frame_length_bytes,bytes,300,2601,232.403461733,60,60,60,610,707,550,60,738
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,c2s,iat_us,milliseconds,300,2601,11.5368866099,0.087,0.129,0.212,1.982,13.217,1.853,0.036,735.957
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,c2s,ip_total_length_bytes,bytes,300,2601,214.067799229,40,40,40,596,693,556,40,724
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,c2s,ipv4_ttl,raw_value,300,2601,64,64,64,64,64,64,0,64,64
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,c2s,tcp_payload_length_bytes,bytes,300,2601,174.067799229,0,0,0,556,653,556,0,684
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,c2s,tcp_window_raw,raw_value,300,2601,65404.5639767,64844,65535,65535,65535,65535,0,64096,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,s2c,frame_length_bytes,bytes,300,10049,1302.77686035,623,1482,1494,1494,1494,12,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,s2c,iat_us,milliseconds,300,9749,18.1795553529,0,0,0,0.676,7.228,0.676,0,1227.548
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,s2c,ip_total_length_bytes,bytes,300,10049,1288.26432104,609,1468,1480,1480,1480,12,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,s2c,ipv4_ttl,raw_value,300,10049,255,255,255,255,255,255,0,255,255
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,s2c,tcp_payload_length_bytes,bytes,300,10049,1248.26432104,569,1428,1440,1440,1440,12,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,arin.net,session_balanced,s2c,tcp_window_raw,raw_value,300,10049,65535,65535,65535,65535,65535,65535,0,65535,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,all,frame_length_bytes,bytes,300,12601,495.056424093,60,60,142,1032,1494,972,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,all,iat_us,milliseconds,300,12301,14.9470466629,0,0,0.268,1.87,10.602,1.87,0,918.026
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,all,ip_total_length_bytes,bytes,300,12601,478.830330926,40,40,128,1018,1480,978,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,all,ipv4_ttl,raw_value,300,12601,88.3536227284,64,64,64,128,128,64,64,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,all,tcp_payload_length_bytes,bytes,300,12601,438.830330926,0,0,88,978,1440,978,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,all,tcp_window_raw,raw_value,300,12601,65418.3360051,64894,65535,65535,65535,65535,0,64081,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,c2s,frame_length_bytes,bytes,300,4795,165.39645464,60,60,142,168,362,108,60,560
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,c2s,iat_us,milliseconds,300,4795,4.10029280501,0.118,0.172,0.539,2.019,9.661,1.847,0,62.807
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,c2s,ip_total_length_bytes,bytes,300,4795,149.714702815,40,40,128,154,348,114,40,546
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,c2s,ipv4_ttl,raw_value,300,4795,128,128,128,128,128,128,0,128,128
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,c2s,tcp_payload_length_bytes,bytes,300,4795,109.714702815,0,0,88,114,308,114,0,506
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,c2s,tcp_window_raw,raw_value,300,4795,65228.4133472,64372,64894,65535,65535,65535,641,64081,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,s2c,frame_length_bytes,bytes,300,7806,697.55700743,60,60,566,1494,1494,1434,60,1494
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,s2c,iat_us,milliseconds,300,7506,21.8761946443,0,0,0.184,1.691,12.012,1.691,0,918.026
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,s2c,ip_total_length_bytes,bytes,300,7806,680.996541122,40,40,552,1480,1480,1440,40,1480
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,s2c,ipv4_ttl,raw_value,300,7806,64,64,64,64,64,64,0,64,64
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,s2c,tcp_payload_length_bytes,bytes,300,7806,640.996541122,0,0,512,1440,1440,1440,0,1440
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,packet_pooled,s2c,tcp_window_raw,raw_value,300,7806,65535,65535,65535,65535,65535,65535,0,65535,65535
general_all_sessions_sensitivity,general_2026,C26-W-CR-B,adblockplus.org,session_balanced,all,frame_length_bytes,bytes,300,12601,495.066740495,60,60,142,1032,1494,972,60,1494
