pair_id,contrast,protocol_id,left_configuration_id,right_configuration_id,class_name,position,feature,distance_statistic,distance,left_contributing_sessions,right_contributing_sessions,minimum_contributing_sessions,support_status,included_in_primary_summary
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,18,tcp_window_raw,two_sample_ks,0.0731707317073,41,41,41,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,19,tcp_window_raw,two_sample_ks,0.121951219512,41,41,41,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,20,tcp_window_raw,two_sample_ks,0.0481707317073,40,41,40,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,21,tcp_window_raw,two_sample_ks,0.0243902439024,37,41,37,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,22,tcp_window_raw,two_sample_ks,0.0571428571429,35,41,35,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,23,tcp_window_raw,two_sample_ks,0.0243902439024,29,41,29,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,24,tcp_window_raw,two_sample_ks,0.0384615384615,26,41,26,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,25,tcp_window_raw,two_sample_ks,5.55111512313e-16,23,41,23,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,26,tcp_window_raw,two_sample_ks,2.22044604925e-16,20,41,20,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,27,tcp_window_raw,two_sample_ks,0,19,41,19,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,28,tcp_window_raw,two_sample_ks,5.55111512313e-16,15,41,15,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,29,tcp_window_raw,two_sample_ks,0.0243902439024,13,41,13,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,30,tcp_window_raw,two_sample_ks,0.0243902439024,9,41,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,31,tcp_window_raw,two_sample_ks,0.0243902439024,9,41,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,32,tcp_window_raw,two_sample_ks,0.0487804878049,5,41,5,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,33,tcp_window_raw,two_sample_ks,0.0487804878049,5,41,5,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,34,tcp_window_raw,two_sample_ks,0.0243902439024,4,41,4,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,35,tcp_window_raw,two_sample_ks,0.0243902439024,4,41,4,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,36,tcp_window_raw,two_sample_ks,4.4408920985e-16,2,41,2,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,37,tcp_window_raw,two_sample_ks,0.0243902439024,2,41,2,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,38,tcp_window_raw,two_sample_ks,0.0243902439024,2,41,2,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,39,tcp_window_raw,two_sample_ks,4.4408920985e-16,2,41,2,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,garmin.com,40,tcp_window_raw,two_sample_ks,,1,41,1,insufficient,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,1,direction,total_variation,0,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,2,direction,total_variation,0.0666666666667,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,3,direction,total_variation,0.311111111111,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,4,direction,total_variation,0.733333333333,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,5,direction,total_variation,0.577777777778,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,6,direction,total_variation,0.444444444444,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,7,direction,total_variation,0.555555555556,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,8,direction,total_variation,0.6,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,9,direction,total_variation,0.133333333333,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,10,direction,total_variation,0.222222222222,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,11,direction,total_variation,0.371428571429,42,45,42,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,12,direction,total_variation,0.178362573099,38,45,38,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,13,direction,total_variation,0.173573573574,37,45,37,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,14,direction,total_variation,0.361111111111,36,45,36,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,15,direction,total_variation,0.143790849673,34,45,34,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,16,direction,total_variation,0.388888888889,32,45,32,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,17,direction,total_variation,0.407168458781,31,45,31,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,18,direction,total_variation,0.00740740740741,27,45,27,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,19,direction,total_variation,0.182222222222,25,45,25,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,20,direction,total_variation,0.444444444444,24,45,24,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,21,direction,total_variation,0.2,18,45,18,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,22,direction,total_variation,0.366666666667,18,45,18,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,23,direction,total_variation,0.403921568627,17,45,17,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,24,direction,total_variation,0.433333333333,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,25,direction,total_variation,0.388888888889,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,26,direction,total_variation,0.344444444444,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,27,direction,total_variation,0.482051282051,13,45,13,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,28,direction,total_variation,0.333333333333,10,45,10,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,29,direction,total_variation,0.244444444444,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,30,direction,total_variation,0.288888888889,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,31,direction,total_variation,0.333333333333,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,32,direction,total_variation,0.444444444444,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,33,direction,total_variation,0.444444444444,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,34,direction,total_variation,0.355555555556,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,35,direction,total_variation,0.422222222222,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,36,direction,total_variation,0.211111111111,8,45,8,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,37,direction,total_variation,0.326984126984,7,45,7,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,38,direction,total_variation,0.255555555556,6,45,6,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,39,direction,total_variation,0.277777777778,4,45,4,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,40,direction,total_variation,0.911111111111,2,45,2,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,1,iat_us,two_sample_ks,,0,0,0,insufficient,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,2,iat_us,two_sample_ks,0.977777777778,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,3,iat_us,two_sample_ks,0.244444444444,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,4,iat_us,two_sample_ks,0.688888888889,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,5,iat_us,two_sample_ks,0.622222222222,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,6,iat_us,two_sample_ks,0.844444444444,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,7,iat_us,two_sample_ks,0.488888888889,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,8,iat_us,two_sample_ks,0.533333333333,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,9,iat_us,two_sample_ks,0.822222222222,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,10,iat_us,two_sample_ks,0.511111111111,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,11,iat_us,two_sample_ks,0.596825396825,42,45,42,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,12,iat_us,two_sample_ks,0.662573099415,38,45,38,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,13,iat_us,two_sample_ks,0.541141141141,37,45,37,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,14,iat_us,two_sample_ks,0.688888888889,36,45,36,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,15,iat_us,two_sample_ks,0.377777777778,34,45,34,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,16,iat_us,two_sample_ks,0.438194444444,32,45,32,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,17,iat_us,two_sample_ks,0.844444444444,31,45,31,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,18,iat_us,two_sample_ks,0.414814814815,27,45,27,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,19,iat_us,two_sample_ks,0.302222222222,25,45,25,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,20,iat_us,two_sample_ks,0.372222222222,24,45,24,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,21,iat_us,two_sample_ks,0.277777777778,18,45,18,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,22,iat_us,two_sample_ks,0.6,18,45,18,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,23,iat_us,two_sample_ks,0.822222222222,17,45,17,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,24,iat_us,two_sample_ks,0.844444444444,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,25,iat_us,two_sample_ks,0.8,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,26,iat_us,two_sample_ks,0.7375,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,27,iat_us,two_sample_ks,0.688888888889,13,45,13,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,28,iat_us,two_sample_ks,0.555555555556,10,45,10,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,29,iat_us,two_sample_ks,0.644444444444,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,30,iat_us,two_sample_ks,0.533333333333,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,31,iat_us,two_sample_ks,0.666666666667,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,32,iat_us,two_sample_ks,0.822222222222,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,33,iat_us,two_sample_ks,0.755555555556,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,34,iat_us,two_sample_ks,0.733333333333,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,35,iat_us,two_sample_ks,0.777777777778,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,36,iat_us,two_sample_ks,0.622222222222,8,45,8,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,37,iat_us,two_sample_ks,0.466666666667,7,45,7,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,38,iat_us,two_sample_ks,0.533333333333,6,45,6,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,39,iat_us,two_sample_ks,0.35,4,45,4,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,40,iat_us,two_sample_ks,0.644444444444,2,45,2,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,1,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,2,ipv4_ttl,two_sample_ks,1,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,3,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,4,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,5,ipv4_ttl,two_sample_ks,0.866666666667,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,6,ipv4_ttl,two_sample_ks,0.155555555556,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,7,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,8,ipv4_ttl,two_sample_ks,0.844444444444,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,9,ipv4_ttl,two_sample_ks,0.133333333333,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,10,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,11,ipv4_ttl,two_sample_ks,0.2,42,45,42,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,12,ipv4_ttl,two_sample_ks,0.111111111111,38,45,38,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,13,ipv4_ttl,two_sample_ks,0.177777777778,37,45,37,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,14,ipv4_ttl,two_sample_ks,0.111111111111,36,45,36,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,15,ipv4_ttl,two_sample_ks,0.444444444444,34,45,34,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,16,ipv4_ttl,two_sample_ks,0.111111111111,32,45,32,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,17,ipv4_ttl,two_sample_ks,0.0444444444444,31,45,31,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,18,ipv4_ttl,two_sample_ks,0.511111111111,27,45,27,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,19,ipv4_ttl,two_sample_ks,0.622222222222,25,45,25,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,20,ipv4_ttl,two_sample_ks,0.222222222222,24,45,24,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,21,ipv4_ttl,two_sample_ks,0.133333333333,18,45,18,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,22,ipv4_ttl,two_sample_ks,0.133333333333,18,45,18,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,23,ipv4_ttl,two_sample_ks,0.0666666666667,17,45,17,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,24,ipv4_ttl,two_sample_ks,0.0666666666667,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,25,ipv4_ttl,two_sample_ks,0.111111111111,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,26,ipv4_ttl,two_sample_ks,0.155555555556,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,27,ipv4_ttl,two_sample_ks,0.133333333333,13,45,13,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,28,ipv4_ttl,two_sample_ks,0.266666666667,10,45,10,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,29,ipv4_ttl,two_sample_ks,0.2,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,30,ipv4_ttl,two_sample_ks,0.155555555556,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,31,ipv4_ttl,two_sample_ks,0.111111111111,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,32,ipv4_ttl,two_sample_ks,0.111111111111,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,33,ipv4_ttl,two_sample_ks,0.111111111111,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,34,ipv4_ttl,two_sample_ks,0.0888888888889,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,35,ipv4_ttl,two_sample_ks,0.133333333333,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,36,ipv4_ttl,two_sample_ks,0.288888888889,8,45,8,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,37,ipv4_ttl,two_sample_ks,0.244444444444,7,45,7,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,38,ipv4_ttl,two_sample_ks,0.244444444444,6,45,6,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,39,ipv4_ttl,two_sample_ks,0.222222222222,4,45,4,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,40,ipv4_ttl,two_sample_ks,0.0888888888889,2,45,2,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,1,signed_ip_total_length_bytes,two_sample_ks,0.711111111111,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,2,signed_ip_total_length_bytes,two_sample_ks,0.0666666666667,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,3,signed_ip_total_length_bytes,two_sample_ks,0.955555555556,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,4,signed_ip_total_length_bytes,two_sample_ks,0.8,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,5,signed_ip_total_length_bytes,two_sample_ks,0.577777777778,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,6,signed_ip_total_length_bytes,two_sample_ks,0.577777777778,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,7,signed_ip_total_length_bytes,two_sample_ks,0.844444444444,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,8,signed_ip_total_length_bytes,two_sample_ks,0.844444444444,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,9,signed_ip_total_length_bytes,two_sample_ks,0.2,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,10,signed_ip_total_length_bytes,two_sample_ks,0.755555555556,45,45,45,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,11,signed_ip_total_length_bytes,two_sample_ks,0.680952380952,42,45,42,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,12,signed_ip_total_length_bytes,two_sample_ks,0.55730994152,38,45,38,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,13,signed_ip_total_length_bytes,two_sample_ks,0.637837837838,37,45,37,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,14,signed_ip_total_length_bytes,two_sample_ks,0.572222222222,36,45,36,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,15,signed_ip_total_length_bytes,two_sample_ks,0.327450980392,34,45,34,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,16,signed_ip_total_length_bytes,two_sample_ks,0.670138888889,32,45,32,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,17,signed_ip_total_length_bytes,two_sample_ks,0.600716845878,31,45,31,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,18,signed_ip_total_length_bytes,two_sample_ks,0.22962962963,27,45,27,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,19,signed_ip_total_length_bytes,two_sample_ks,0.4,25,45,25,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,20,signed_ip_total_length_bytes,two_sample_ks,0.444444444444,24,45,24,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,21,signed_ip_total_length_bytes,two_sample_ks,0.355555555556,18,45,18,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,22,signed_ip_total_length_bytes,two_sample_ks,0.577777777778,18,45,18,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,23,signed_ip_total_length_bytes,two_sample_ks,0.491503267974,17,45,17,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,24,signed_ip_total_length_bytes,two_sample_ks,0.572222222222,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,25,signed_ip_total_length_bytes,two_sample_ks,0.554166666667,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,26,signed_ip_total_length_bytes,two_sample_ks,0.509722222222,16,45,16,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,27,signed_ip_total_length_bytes,two_sample_ks,0.482051282051,13,45,13,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,28,signed_ip_total_length_bytes,two_sample_ks,0.4,10,45,10,primary_supported,true
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,29,signed_ip_total_length_bytes,two_sample_ks,0.444444444444,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,30,signed_ip_total_length_bytes,two_sample_ks,0.444444444444,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,31,signed_ip_total_length_bytes,two_sample_ks,0.555555555556,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,32,signed_ip_total_length_bytes,two_sample_ks,0.444444444444,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,33,signed_ip_total_length_bytes,two_sample_ks,0.444444444444,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,34,signed_ip_total_length_bytes,two_sample_ks,0.555555555556,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,35,signed_ip_total_length_bytes,two_sample_ks,0.444444444444,9,45,9,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,36,signed_ip_total_length_bytes,two_sample_ks,0.5,8,45,8,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,37,signed_ip_total_length_bytes,two_sample_ks,0.428571428571,7,45,7,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,38,signed_ip_total_length_bytes,two_sample_ks,0.333333333333,6,45,6,low_support,false
P005,client_os,general_2026,C26-U-FF-A,C26-W-FF-A,getpocket.com,39,signed_ip_total_length_bytes,two_sample_ks,0.277777777778,4,45,4,low_support,false
