cohort_scope,protocol_id,configuration_id,class_name,position,sessions_in_group,contributing_sessions,contributor_fraction
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,19,45,16,0.355555555556
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,20,45,16,0.355555555556
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,21,45,15,0.333333333333
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,22,45,15,0.333333333333
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,23,45,14,0.311111111111
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,24,45,10,0.222222222222
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,25,45,8,0.177777777778
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,26,45,5,0.111111111111
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,27,45,2,0.0444444444444
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,28,45,1,0.0222222222222
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,29,45,0,0
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,30,45,0,0
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,31,45,0,0
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,32,45,0,0
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,33,45,0,0
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,34,45,0,0
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,35,45,0,0
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,36,45,0,0
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,37,45,0,0
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,38,45,0,0
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,39,45,0,0
heldout_primary,general_2026,C26-U-FF-B,getpocket.com,40,45,0,0
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,1,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,2,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,3,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,4,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,5,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,6,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,7,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,8,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,9,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,10,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,11,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,12,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,13,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,14,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,15,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,16,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,17,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,18,35,35,1
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,19,35,33,0.942857142857
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,20,35,31,0.885714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,21,35,19,0.542857142857
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,22,35,12,0.342857142857
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,23,35,5,0.142857142857
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,24,35,3,0.0857142857143
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,25,35,2,0.0571428571429
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,26,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,27,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,28,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,29,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,30,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,31,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,32,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,33,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,34,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,35,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,36,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,37,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,38,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,39,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,joinhoney.com,40,35,1,0.0285714285714
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,1,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,2,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,3,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,4,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,5,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,6,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,7,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,8,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,9,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,10,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,11,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,12,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,13,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,14,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,15,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,16,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,17,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,18,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,19,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,20,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,21,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,22,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,23,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,24,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,25,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,26,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,27,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,28,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,29,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,30,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,31,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,32,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,33,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,34,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,35,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,36,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,37,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,38,45,45,1
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,39,45,44,0.977777777778
heldout_primary,general_2026,C26-U-FF-B,trustarc.com,40,45,44,0.977777777778
heldout_primary,general_2026,C26-U-FF-B,waze.com,1,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,2,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,3,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,4,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,5,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,6,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,7,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,8,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,9,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,10,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,11,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,12,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,13,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,14,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,15,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,16,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,17,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,18,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,19,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,20,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,21,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,22,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,23,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,24,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,25,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,26,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,27,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,28,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,29,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,30,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,31,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,32,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,33,45,45,1
heldout_primary,general_2026,C26-U-FF-B,waze.com,34,45,44,0.977777777778
heldout_primary,general_2026,C26-U-FF-B,waze.com,35,45,44,0.977777777778
heldout_primary,general_2026,C26-U-FF-B,waze.com,36,45,44,0.977777777778
heldout_primary,general_2026,C26-U-FF-B,waze.com,37,45,44,0.977777777778
heldout_primary,general_2026,C26-U-FF-B,waze.com,38,45,44,0.977777777778
heldout_primary,general_2026,C26-U-FF-B,waze.com,39,45,43,0.955555555556
heldout_primary,general_2026,C26-U-FF-B,waze.com,40,45,43,0.955555555556
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,1,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,2,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,3,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,4,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,5,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,6,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,7,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,8,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,9,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,10,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,11,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,12,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,13,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,14,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,15,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,16,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,17,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,18,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,19,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,20,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,21,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,22,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,23,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,24,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,25,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,26,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,27,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,28,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,29,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,30,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,31,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,32,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,33,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,34,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,35,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,36,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,37,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,38,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,39,45,45,1
heldout_primary,general_2026,C26-U-FF-B,ubuntu.com,40,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,1,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,2,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,3,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,4,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,5,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,6,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,7,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,8,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,9,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,10,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,11,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,12,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,13,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,14,45,45,1
heldout_primary,general_2026,C26-U-FF-B,web.de,15,45,39,0.866666666667
heldout_primary,general_2026,C26-U-FF-B,web.de,16,45,39,0.866666666667
heldout_primary,general_2026,C26-U-FF-B,web.de,17,45,36,0.8
heldout_primary,general_2026,C26-U-FF-B,web.de,18,45,35,0.777777777778
heldout_primary,general_2026,C26-U-FF-B,web.de,19,45,32,0.711111111111
heldout_primary,general_2026,C26-U-FF-B,web.de,20,45,30,0.666666666667
heldout_primary,general_2026,C26-U-FF-B,web.de,21,45,26,0.577777777778
heldout_primary,general_2026,C26-U-FF-B,web.de,22,45,25,0.555555555556
heldout_primary,general_2026,C26-U-FF-B,web.de,23,45,22,0.488888888889
heldout_primary,general_2026,C26-U-FF-B,web.de,24,45,20,0.444444444444
heldout_primary,general_2026,C26-U-FF-B,web.de,25,45,14,0.311111111111
heldout_primary,general_2026,C26-U-FF-B,web.de,26,45,12,0.266666666667
heldout_primary,general_2026,C26-U-FF-B,web.de,27,45,12,0.266666666667
heldout_primary,general_2026,C26-U-FF-B,web.de,28,45,12,0.266666666667
heldout_primary,general_2026,C26-U-FF-B,web.de,29,45,12,0.266666666667
heldout_primary,general_2026,C26-U-FF-B,web.de,30,45,12,0.266666666667
heldout_primary,general_2026,C26-U-FF-B,web.de,31,45,12,0.266666666667
heldout_primary,general_2026,C26-U-FF-B,web.de,32,45,12,0.266666666667
heldout_primary,general_2026,C26-U-FF-B,web.de,33,45,9,0.2
heldout_primary,general_2026,C26-U-FF-B,web.de,34,45,9,0.2
heldout_primary,general_2026,C26-U-FF-B,web.de,35,45,6,0.133333333333
heldout_primary,general_2026,C26-U-FF-B,web.de,36,45,5,0.111111111111
heldout_primary,general_2026,C26-U-FF-B,web.de,37,45,2,0.0444444444444
heldout_primary,general_2026,C26-U-FF-B,web.de,38,45,2,0.0444444444444
heldout_primary,general_2026,C26-U-FF-B,web.de,39,45,1,0.0222222222222
heldout_primary,general_2026,C26-U-FF-B,web.de,40,45,1,0.0222222222222
heldout_primary,general_2026,C26-W-CR-A,arin.net,1,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,2,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,3,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,4,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,5,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,6,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,7,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,8,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,9,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,10,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,11,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,12,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,13,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,14,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,15,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,16,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,17,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,18,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,19,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,20,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,21,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,22,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,23,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,24,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,25,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,26,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,27,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,28,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,29,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,30,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,31,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,32,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,33,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,34,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,35,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,36,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,37,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,38,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,39,45,45,1
heldout_primary,general_2026,C26-W-CR-A,arin.net,40,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,1,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,2,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,3,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,4,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,5,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,6,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,7,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,8,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,9,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,10,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,11,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,12,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,13,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,14,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,15,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,16,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,17,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,18,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,19,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,20,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,21,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,22,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,23,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,24,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,25,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,26,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,27,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,28,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,29,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,30,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,31,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,32,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,33,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,34,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,35,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,36,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,37,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,38,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,39,45,45,1
heldout_primary,general_2026,C26-W-CR-A,adblockplus.org,40,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,1,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,2,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,3,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,4,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,5,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,6,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,7,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,8,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,9,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,10,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,11,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,12,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,13,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,14,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,15,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,16,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,17,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,18,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,19,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,20,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,21,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,22,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,23,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,24,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,25,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,26,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,27,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,28,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,29,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,30,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,31,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,32,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,33,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,34,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,35,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,36,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,37,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,38,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,39,45,45,1
heldout_primary,general_2026,C26-W-CR-A,flipboard.com,40,45,45,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,1,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,2,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,3,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,4,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,5,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,6,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,7,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,8,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,9,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,10,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,11,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,12,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,13,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,14,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,15,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,16,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,17,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,18,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,19,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,20,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,21,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,22,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,23,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,24,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,25,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,26,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,27,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,28,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,29,41,41,1
heldout_primary,general_2026,C26-W-CR-A,garmin.com,30,41,41,1
