scheme_id,paper_id,dataset_id,task_family,task_name,label_scheme_key,label_semantics,class_cardinality,cardinality_type,class_type,input_units,design_ids,component_roles,complete_scheme_in_dataset,eligibility_status,exclusion_reason,evidence_ids
SCH0119,P16071,DS-DATACON-2021-ENCRYPTED-PROXY,semantic_inference,Website identification under encrypted tunnel,twenty-two websites accessed through one encrypted proxy::22,Twenty-two websites accessed through one encrypted proxy,22,exact,multiclass,network_flow,DES0043,both,yes,eligible,,EVD1718 | EVD1721 | EVD1720
SCH0120,P16071,DS-NUDT-MOBILETRAFFIC-2020,semantic_inference,Mobile application identification,three hundred mobile applications::300,Three hundred mobile applications,300,exact,multiclass,network_flow,DES0044,both,yes,eligible,,EVD1718 | EVD1721 | EVD1720
SCH0121,P16192,DS-P16192-360COMPANY22,endpoint_or_platform_identification,Scanner organization identification,known scanner organizations plus trained unknown category::11,known scanner organizations plus trained unknown category,11,exact,multiclass,service_probe,DES0045,both,yes,eligible,,EVD1728 | EVD1723 | EVD1724 | EVD1726 | EVD1725
SCH0122,P16192,DS-P16192-360COMPANY23,endpoint_or_platform_identification,Scanner organization identification,known scanner organizations plus trained unknown category::11,known scanner organizations plus trained unknown category,11,exact,multiclass,service_probe,DES0046,both,yes,eligible,,EVD1728 | EVD1723 | EVD1724 | EVD1726 | EVD1725
SCH0123,P16192,DS-P16192-SELFDEPLOY24,endpoint_or_platform_identification,Scanner organization identification,known scanner organizations plus trained unknown category::10,known scanner organizations plus trained unknown category,10,exact,multiclass,service_probe,DES0047 | DES0048,both,yes,eligible,,EVD1728 | EVD1723 | EVD1724 | EVD1726 | EVD1725
SCH0124,P16192,DS-P16192-SELFDEPLOY25,endpoint_or_platform_identification,Scanner organization identification,known scanner organizations plus trained unknown category::12,known scanner organizations plus trained unknown category,12,exact,multiclass,service_probe,DES0049 | DES0050,both,yes,eligible,,EVD1728 | EVD1723 | EVD1724 | EVD1726 | EVD1725
SCH0125,P16192,DS-P16192-SELFDEPLOY25S,endpoint_or_platform_identification,Scanner organization identification,known scanner organizations plus trained unknown category::10,known scanner organizations plus trained unknown category,10,exact,multiclass,service_probe,DES0051 | DES0052,both,yes,eligible,,EVD1728 | EVD1723 | EVD1724 | EVD1726 | EVD1725
SCH0126,P16192,DS-P16192-WEBRAY,endpoint_or_platform_identification,Scanner organization identification,known scanner organizations plus trained unknown category::10,known scanner organizations plus trained unknown category,10,exact,multiclass,service_probe,DES0053,both,yes,eligible,,EVD1728 | EVD1723 | EVD1724 | EVD1726 | EVD1725
SCH0127,P16208,DS-CIC-DDOS-2019,security_state_classification,CIC-DDoS2019 DDoS detection,ddos attack versus benign::2,DDoS attack versus benign,2,exact,binary,traffic_feature_record,DES0054 | DES0055,both,yes,eligible,,EVD1732 | EVD1734
SCH0128,P16208,DS-CIC-IDS-2017,security_state_classification,CIC-IDS2017 Wednesday DoS detection,dos or ddos attack versus benign::2,DoS or DDoS attack versus benign,2,exact,binary,traffic_feature_record,DES0056 | DES0057,both,yes,eligible,,EVD1732 | EVD1734 | EVD1730
SCH0129,P16208,DS-CSE-CIC-IDS-2018,security_state_classification,CSE-CIC-IDS2018 DoS detection,dos or ddos attack versus benign::2,DoS or DDoS attack versus benign,2,exact,binary,traffic_feature_record,DES0058 | DES0059,both,yes,eligible,,EVD1732 | EVD1734
SCH0130,P16208,DS-CIC-IOT-2023,security_state_classification,CICIoT2023 DDoS detection,ddos attack versus benign::2,DDoS attack versus benign,2,exact,binary,traffic_feature_record,DES0060 | DES0061,both,yes,eligible,,EVD1732 | EVD1734
SCH0131,P16208,DS-IOT-23,security_state_classification,IoT23 malicious traffic detection,malicious versus benign iot traffic::2,Malicious versus benign IoT traffic,2,exact,binary,traffic_feature_record,DES0062 | DES0063,both,yes,eligible,,EVD1732 | EVD1734 | EVD1733
SCH0132,P16208,DS-P16208-SISTAR-IPERF-HPING3,security_state_classification,Simulated flood traffic detection in a Spine-Leaf deployment,"iperf normal traffic versus hping3 syn, udp, or icmp flood traffic::2","iperf normal traffic versus hping3 SYN, UDP, or ICMP flood traffic",2,exact,binary,packet_traffic_stream,DES0064,both,yes,eligible,,EVD1735 | EVD1736
SCH0133,P16208,DS-UNSW-NB15,security_state_classification,UNSW-NB15 DoS detection,dos attack versus benign::2,DoS attack versus benign,2,exact,binary,traffic_feature_record,DES0065 | DES0066,both,yes,eligible,,EVD1732 | EVD1734
SCH0134,P16217,DS-DF-2017,semantic_inference,Wang-to-DF cross-dataset website fingerprinting,website identity::95,website identity,95,exact,multiclass,dataset,DES0310,target,yes,eligible,,EVD1962
SCH0135,P16217,DS-WANG-WF-2014,semantic_inference,Wang-to-DF cross-dataset website fingerprinting,website identity::95,website identity,95,exact,multiclass,dataset,DES0310,source,yes,eligible,,EVD1962
SCH0136,P16217,DS-P16217-SWALLOW,semantic_inference,Concept-drift Tor website fingerprinting | Cross-browser Tor website fingerprinting | Cross-location Tor website fingerprinting,website identity::100,website identity,100,exact,multiclass,action_or_visit,DES0307 | DES0308 | DES0309,both,yes,eligible,,EVD1959 | EVD1960 | EVD1961
SCH0137,P16217,DS-DF-2017,semantic_inference,DF open-world monitored-site identification,95 monitored websites with background rejection::95,95 monitored websites with background rejection,95,exact,multiclass,dataset,DES0311,target,yes,eligible,,EVD1963
SCH0138,P16217,DS-WANG-WF-2014,semantic_inference,DF open-world monitored-site identification,95 monitored websites with background rejection::95,95 monitored websites with background rejection,95,exact,multiclass,dataset,DES0311,source,yes,eligible,,EVD1963
SCH0139,P16247,DS-P16247-APPLICATION-ALL-2024,semantic_inference,Application-ALL dynamic-network classification | Application-ALL held-out-obfuscation classification | Application-ALL host-plus-network classification | Application-ALL host-plus-obfuscation classification | Application-ALL network-plus-obfuscation classification,"application, doh type, or website identity::3","application, DoH type, or website identity",3,lower_bound,multiclass,session_or_trace,DES0315 | DES0317 | DES0319 | DES0321 | DES0323,both,yes,eligible,,EVD1967 | EVD1969 | EVD1971 | EVD1973 | EVD1975
SCH0140,P16247,DS-P16247-TOR-ALL-2024,semantic_inference,Tor-ALL host-network-obfuscation fingerprinting,"application, doh type, or website identity::100","application, DoH type, or website identity",100,exact,multiclass,session_or_trace,DES0325,both,yes,eligible,,EVD1977
SCH0141,P16247,DS-P16247-DOHBRW-ALL-2024,semantic_inference,DoHBrw-ALL held-out-obfuscation classification | DoHBrw-ALL host-plus-obfuscation classification | DoHBrw-ALL network-plus-obfuscation classification,"application, doh type, or website identity::4","application, DoH type, or website identity",4,exact,multiclass,session_or_trace,DES0318 | DES0322 | DES0324,both,yes,eligible,,EVD1970 | EVD1974 | EVD1976
SCH0142,P16247,DS-NUDT-MOBILETRAFFIC-2020,semantic_inference,Application-Host dynamic-client classification,"application, doh type, or website identity::3","application, DoH type, or website identity",3,lower_bound,multiclass,session_or_trace,DES0312,both,yes,eligible,,EVD1964
SCH0143,P16247,DS-DF-2017,semantic_inference,Tor-Obfuscation held-out-obfuscation fingerprinting,"application, doh type, or website identity::95","application, DoH type, or website identity",95,exact,multiclass,session_or_trace,DES0316,both,yes,eligible,,EVD1968
SCH0144,P16248,DS-CIC-ANDMAL-2017,security_state_classification,Android malware detection,benign versus Android malware traffic::2,benign versus Android malware traffic,2,exact,binary,cross_modality_flow,DES0067,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0145,P16248,DS-CIC-IDS-2017,security_state_classification,intrusion detection,benign versus intrusion traffic::2,benign versus intrusion traffic,2,exact,binary,cross_modality_flow,DES0068,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0146,P16248,DS-CSE-CIC-IDS-2018,security_state_classification,intrusion detection,benign versus intrusion traffic::2,benign versus intrusion traffic,2,exact,binary,cross_modality_flow,DES0069,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0147,P16248,DS-CTU-13,security_state_classification,botnet detection,benign versus botnet traffic::2,benign versus botnet traffic,2,exact,binary,cross_modality_flow,DES0070,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0148,P16248,DS-CIC-DDOS-2019,security_state_classification,distributed denial-of-service attack detection,benign versus distributed denial-of-service attack traffic::2,benign versus distributed denial-of-service attack traffic,2,exact,binary,cross_modality_flow,DES0071,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0149,P16248,DS-CIRA-CIC-DOHBRW-2020,security_state_classification,malicious DoH detection,benign versus malicious DoH traffic::2,benign versus malicious DoH traffic,2,exact,binary,cross_modality_flow,DES0072,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0150,P16248,DS-HYPERVISION,security_state_classification,advanced attack detection,benign versus advanced attack::2,benign versus advanced attack,2,exact,binary,cross_modality_flow,DES0073,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0151,P16248,DS-HYPERVISION,security_state_classification,flooding attack detection,benign versus flooding attack::2,benign versus flooding attack,2,exact,binary,cross_modality_flow,DES0074,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0152,P16248,DS-HYPERVISION,security_state_classification,malware traffic detection,benign versus malware traffic::2,benign versus malware traffic,2,exact,binary,cross_modality_flow,DES0075,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0153,P16248,DS-HYPERVISION,security_state_classification,probing attack detection,benign versus probing attack::2,benign versus probing attack,2,exact,binary,cross_modality_flow,DES0076,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0154,P16248,DS-HYPERVISION,security_state_classification,web attack detection,benign versus web attack::2,benign versus web attack,2,exact,binary,cross_modality_flow,DES0077,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0155,P16248,DS-CIC-IOT-2023,security_state_classification,IoT attack detection,benign versus IoT attack traffic::2,benign versus IoT attack traffic,2,exact,binary,cross_modality_flow,DES0078,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0156,P16248,DS-KITSUNE-SSDP-FLOOD,security_state_classification,SSDP flood detection,benign versus SSDP flood traffic::2,benign versus SSDP flood traffic,2,exact,binary,cross_modality_flow,DES0079,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0157,P16248,DS-NETBEACON-TRAFFIC,security_state_classification,beaconing attack detection,benign versus beaconing attack traffic::2,benign versus beaconing attack traffic,2,exact,binary,cross_modality_flow,DES0080,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0158,P16248,DS-WHISPER-MALICIOUS-TRAFFIC,security_state_classification,malicious detection,benign versus malicious traffic::2,benign versus malicious traffic,2,exact,binary,cross_modality_flow,DES0081,both,yes,eligible,,EVD1741 | EVD1738 | EVD1739 | EVD1740
SCH0159,P16354,DS-P16354-DARKVEC-UNIVERSITY-DARKNET-2021,security_state_classification,Darknet sender-category classification,ten ground-truth sender categories::10,ten ground-truth sender categories,10,exact,multiclass,device,DES0326,both,yes,eligible,,EVD1978
SCH0160,P16398,DS-P16398-FIAT-TESTBED,security_state_classification,IoT event-origin classification,"control, automated, or manual IoT event::3","control, automated, or manual IoT event",3,exact,multiclass,unpredictable_event,DES0082 | DES0083,both,yes,eligible,,EVD1745 | EVD1742 | EVD1743 | EVD1744
SCH0161,P16406,DS-CIC-IDS-2017,security_state_classification,CIC-IDS2017 Tuesday anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,connection,DES0084 | DES0086 | DES0088,both_or_unspecified,yes,eligible,,EVD1748 | EVD1643 | EVD1639 | EVD1641
SCH0162,P16406,DS-CIC-IDS-2017,security_state_classification,CIC-IDS2017 Wednesday anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,connection,DES0084 | DES0086 | DES0089,both_or_unspecified,yes,eligible,,EVD1748 | EVD1644 | EVD1639 | EVD1641
SCH0163,P16406,DS-CIC-IDS-2017,security_state_classification,CIC-IDS2017 Thursday anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,connection,DES0084 | DES0086 | DES0090,both_or_unspecified,yes,eligible,,EVD1748 | EVD1645 | EVD1639 | EVD1641
SCH0164,P16406,DS-CIC-DDOS-2019,security_state_classification,CIC-DDoS2019 January 11 anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,connection,DES0084 | DES0086 | DES0091,both_or_unspecified,yes,eligible,,EVD1747 | EVD1646 | EVD1639 | EVD1641
SCH0165,P16406,DS-CTU-13,security_state_classification,CTU scenario 1-1 anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,connection,DES0084 | DES0086 | DES0092,both_or_unspecified,yes,eligible,,EVD1749 | EVD1647 | EVD1639 | EVD1641
SCH0166,P16406,DS-CTU-13,security_state_classification,CTU scenario 20-1 anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,connection,DES0084 | DES0086 | DES0093,both_or_unspecified,yes,eligible,,EVD1749 | EVD1648 | EVD1639 | EVD1641
SCH0167,P16406,DS-CTU-13,security_state_classification,CTU scenario 3-1 anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,connection,DES0084 | DES0086 | DES0094,both_or_unspecified,yes,eligible,,EVD1749 | EVD1649 | EVD1639 | EVD1641
SCH0168,P16406,DS-CTU-13,security_state_classification,CTU scenario 7-1 anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,connection,DES0084 | DES0086 | DES0095,both_or_unspecified,yes,eligible,,EVD1749 | EVD1650 | EVD1639 | EVD1641
SCH0169,P16406,DS-CTU-13,security_state_classification,CTU scenario 34-1 anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,connection,DES0084 | DES0086 | DES0096,both_or_unspecified,yes,eligible,,EVD1749 | EVD1651 | EVD1639 | EVD1641
SCH0170,P16406,DS-CTU-13,security_state_classification,CTU scenario 8-1 anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,connection,DES0084 | DES0086 | DES0097,both_or_unspecified,yes,eligible,,EVD1749 | EVD1652 | EVD1639 | EVD1641
SCH0171,P16406,DS-IEEE-IOT-INTRUSION,security_state_classification,IEEE IoT packet trace anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,packet,DES0085 | DES0087 | DES0098,both_or_unspecified,yes,eligible,,EVD1750 | EVD1653 | EVD1640 | EVD1642
SCH0172,P16406,DS-KITSUNE,security_state_classification,Kitsune packet trace anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,packet,DES0085 | DES0087 | DES0099,both_or_unspecified,yes,eligible,,EVD1751 | EVD1654 | EVD1640 | EVD1642
SCH0173,P16406,DS-AWID3,security_state_classification,AWID3 packet trace anomaly detection,malicious versus benign traffic|2,malicious versus benign traffic,2,exact,binary,packet,DES0085 | DES0087 | DES0100,both_or_unspecified,yes,eligible,,EVD1746 | EVD1655 | EVD1640 | EVD1642
SCH0174,P16418,DS-P16418-XATU-ISP-2019,security_state_classification,DNS amplification detection,dns amplification versus no dns amplification::2,DNS amplification versus no DNS amplification,2,exact,binary,customer_time_series,DES0101,both,yes,eligible,,EVD1756 | EVD1752
SCH0175,P16418,DS-P16418-XATU-ISP-2019,security_state_classification,ICMP flood detection,icmp flood versus no icmp flood::2,ICMP flood versus no ICMP flood,2,exact,binary,customer_time_series,DES0102,both,yes,eligible,,EVD1756 | EVD1752
SCH0176,P16418,DS-P16418-XATU-ISP-2019,security_state_classification,TCP ACK flood detection,tcp ack flood versus no tcp ack flood::2,TCP ACK flood versus no TCP ACK flood,2,exact,binary,customer_time_series,DES0103,both,yes,eligible,,EVD1756 | EVD1752
SCH0177,P16418,DS-P16418-XATU-ISP-2019,security_state_classification,TCP RST flood detection,tcp rst flood versus no tcp rst flood::2,TCP RST flood versus no TCP RST flood,2,exact,binary,customer_time_series,DES0104,both,yes,eligible,,EVD1756 | EVD1752
SCH0178,P16418,DS-P16418-XATU-ISP-2019,security_state_classification,TCP SYN flood detection,tcp syn flood versus no tcp syn flood::2,TCP SYN flood versus no TCP SYN flood,2,exact,binary,customer_time_series,DES0105,both,yes,eligible,,EVD1756 | EVD1752
SCH0179,P16418,DS-P16418-XATU-ISP-2019,security_state_classification,UDP flood detection,udp flood versus no udp flood::2,UDP flood versus no UDP flood,2,exact,binary,customer_time_series,DES0106,both,yes,eligible,,EVD1756 | EVD1752
SCH0180,P17056,DS-P17056-LTE-FINGERPRINT,semantic_inference,Day-1 to later-day LTE app fingerprinting | Matched LTE app fingerprinting by operator/environment,mobile application identity::9,mobile application identity,9,exact,multiclass,session_or_trace,DES0331 | DES0332,both,yes,eligible,,EVD1983 | EVD1984
SCH0181,P17148,DS-CIC-IDS-2017,security_state_classification,CIC-IDS2017 intrusion detection,benign versus intrusion traffic::2,benign versus intrusion traffic,2,exact,binary,packet_or_flow,DES0107,both,yes,eligible,,EVD1762 | EVD1759 | EVD1761
SCH0182,P17148,DS-P17148-EBPF-REPRODUCTION,security_state_classification,eBPF reproduction intrusion detection,benign versus intrusion traffic::2,benign versus intrusion traffic,2,exact,binary,packet_or_flow,DES0108,both,yes,eligible,,EVD1762 | EVD1759 | EVD1760
SCH0183,P17269,DS-MALWARE-TRAFFIC-ANALYSIS-NET,security_state_classification,MTA malware-family classification,malware family::80,malware family,80,exact,multiclass,file_or_capture,DES0334,both,yes,eligible,,EVD1986
SCH0184,P17269,DS-BTU-MALWARE,security_state_classification,BTU-Desktop malware-family classification,malware family::33,malware family,33,exact,multiclass,file_or_capture,DES0336,both,yes,eligible,,EVD1988
SCH0185,P17269,DS-BTU-MALWARE,security_state_classification,BTU-Mobile malware-family classification,malware family::29,malware family,29,exact,multiclass,file_or_capture,DES0335,both,yes,eligible,,EVD1987
SCH0186,P17269,DS-CIC-INVES-ANDMAL-2019,security_state_classification,Cross-dataset binary malware generalization,benign versus malicious::2,benign versus malicious,2,exact,binary,flow_interaction_graph,DES0109,source,yes,eligible,,EVD1989 | EVD1763 | EVD1764
SCH0187,P17269,DS-P17269-P17269-ENTERPRISE-GATEWAY-1DAY,security_state_classification,Cross-dataset binary malware generalization,benign versus malicious::2,benign versus malicious,2,exact,binary,flow_interaction_graph,DES0109 | DES0110,target,no,eligible,,EVD1989 | EVD1764
SCH0188,P17269,DS-MAWI,security_state_classification,Cross-dataset binary malware generalization,benign versus malicious::2,benign versus malicious,2,exact,binary,flow_interaction_graph,DES0110,source,no,eligible,,EVD1989 | EVD1763 | EVD1764
SCH0189,P17269,DS-MALWARE-TRAFFIC-ANALYSIS-NET,security_state_classification,Cross-dataset binary malware generalization,benign versus malicious::2,benign versus malicious,2,exact,binary,flow_interaction_graph,DES0109 | DES0110,source | target,no,eligible,,EVD1989 | EVD1763 | EVD1764
SCH0190,P17269,DS-CIC-INVES-ANDMAL-2019,security_state_classification,AndMal2019 malware-family classification,malware family::42,malware family,42,exact,multiclass,file_or_capture,DES0333,both,yes,eligible,,EVD1985
SCH0191,P17323,DS-P42427-FOAP-AUTO,semantic_inference,FOAP app fingerprinting,mobile application identity::1000,mobile application identity,1000,exact,multiclass,flow,DES0341,both,yes,eligible,,EVD1994
SCH0192,P17323,DS-NUDT-MOBILETRAFFIC-2020,semantic_inference,NUDT app fingerprinting,mobile application identity::100,mobile application identity,100,exact,multiclass,flow,DES0343,both,yes,eligible,,EVD1996
SCH0193,P17323,DS-FG-NET,semantic_inference,FG-Net D1/D2 app fingerprinting,mobile application identity::53,mobile application identity,53,exact,multiclass,flow,DES0342,both,yes,eligible,,EVD1995
SCH0194,P17713,DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,semantic_inference,Cloud-gaming title classification | Field-deployment game-title validation,game title::13,game title,13,exact,multiclass,session_or_trace,DES0346 | DES0348,both,yes,eligible,,EVD1999 | EVD2001
SCH0195,P17713,DS-P17713-MULTIMEDIA-NETWORK-TRAFFIC-2025,semantic_inference,Cloud-gaming activity-stage classification,player activity stage::3,player activity stage,3,exact,multiclass,session_or_trace,DES0347,both,yes,eligible,,EVD2000
SCH0196,P17818,DS-RECON-APPVERSIONS,semantic_inference,ReCon matched evaluation,mobile application identity::512,mobile application identity,512,exact,multiclass,flow,DES0354,both,yes,eligible,,EVD2009
SCH0197,P17818,DS-CROSS-PLATFORM-2017,semantic_inference,Twenty-six-month fresh recapture,31 mobile application identities::31,31 mobile application identities,31,exact,multiclass,session_or_trace,DES0360,source,yes,eligible,,EVD2015 | EVD2016
SCH0198,P17818,DS-P17818-FLOWPRINT-CROSS-PLATFORM-RECAPTURE-2020,semantic_inference,Twenty-six-month fresh recapture,31 mobile application identities::31,31 mobile application identities,31,exact,multiclass,session_or_trace,DES0360,target,yes,eligible,,EVD2015 | EVD2016
SCH0199,P17818,DS-ANDRUBIS,semantic_inference,Andrubis matched evaluation,mobile application identity::1030000,mobile application identity,1030000,lower_bound,multiclass,flow,DES0352,both,yes,eligible,,EVD2007
SCH0200,P17818,DS-CROSS-PLATFORM-2017,semantic_inference,Cross-Platform matched evaluation,mobile application identity::411,mobile application identity,411,exact,multiclass,flow,DES0353,both,yes,eligible,,EVD2008
SCH0201,P17818,DS-CROSS-PLATFORM-2017,semantic_inference,Cross-Platform synthetic feature-aging sensitivity,mobile application identity under replaced destination features::411,mobile application identity under replaced destination features,411,exact,multiclass,flow,DES0358,both,yes,eligible,,EVD2013
SCH0202,P17818,DS-P17818-FLOWPRINT-BROWSER-SELF-COLLECTED,endpoint_or_platform_identification,Browser identification,browser identity::4,browser identity,4,exact,multiclass,flow,DES0355,both,yes,eligible,,EVD2010
SCH0203,P17818,DS-RECON-APPVERSIONS,semantic_inference,ReCon synthetic feature-aging sensitivity,mobile application identity under replaced destination features::512,mobile application identity under replaced destination features,512,exact,multiclass,flow,DES0359,both,yes,eligible,,EVD2014
SCH0204,P17818,DS-ANDRUBIS,semantic_inference,Andrubis synthetic feature-aging sensitivity,mobile application identity under replaced destination features::1030000,mobile application identity under replaced destination features,1030000,lower_bound,multiclass,flow,DES0357,both,yes,eligible,,EVD2012
SCH0205,P17818,DS-ANDRUBIS,semantic_inference,Twenty-six-month fresh recapture,31 mobile application identities::31,31 mobile application identities,31,exact,multiclass,session_or_trace,DES0360,background,no,eligible,,EVD2015 | EVD2016
SCH0206,P17899,DS-DELTASHAPER-COVERT-TRAFFIC,security_state_classification,DeltaShaper covert-channel detection,legitimate versus covert traffic::2,legitimate versus covert traffic,2,exact,binary,flow_distribution,DES0111,both,yes,eligible,,EVD1769 | EVD1766 | EVD1767 | EVD1768
SCH0207,P17899,DS-FACET-COVERT-TRAFFIC,security_state_classification,Facet covert-channel detection,legitimate versus covert traffic::2,legitimate versus covert traffic,2,exact,binary,flow_distribution,DES0112,both,yes,eligible,,EVD1769 | EVD1766 | EVD1767 | EVD1768
SCH0208,P17899,DS-HERRMANN-OPENSSH-WF,semantic_inference,OpenSSH website identification,website identity::3,website identity,3,lower_bound,multiclass,flow_distribution,DES0113,both,yes,eligible,,EVD1769 | EVD1766 | EVD1767 | EVD1768
SCH0209,P17899,DS-PEERRUSH,security_state_classification,P2P botnet detection,legitimate P2P application versus botnet traffic::2,legitimate P2P application versus botnet traffic,2,exact,binary,flow_distribution,DES0114,both,yes,eligible,,EVD1769 | EVD1766 | EVD1767 | EVD1768
SCH0210,P17951,DS-P17951-OPENSKY-2020,security_state_classification,ADS-B spoofing detection,normal_versus_ads-b_spoofing|2,normal versus ADS-B spoofing,2,exact,binary,ADS-B report or aircraft track,DES0115,both_or_unspecified,yes,eligible,,EVD1775 | EVD1776
SCH0211,P17951,DS-P17951-OPENSKY-2020,security_state_classification,Attack type classification,normal_versus_gps_spoofing_versus_ads-b_spoofing|3,normal versus GPS spoofing versus ADS-B spoofing,3,exact,multiclass,ADS-B report or aircraft track,DES0116,both_or_unspecified,yes,eligible,,EVD1774
SCH0212,P17951,DS-P17951-OPENSKY-2020,security_state_classification,GPS spoofing detection,normal_versus_gps_spoofing|2,normal versus GPS spoofing,2,exact,binary,ADS-B report or aircraft track,DES0117,both_or_unspecified,yes,eligible,,EVD1775 | EVD1776
SCH0213,P17951,DS-P17951-OPENSKY-2020,security_state_classification,Sensor control or Sybil detection,normal_versus_sensor_control_or_sybil_attack|2,normal versus sensor control or Sybil attack,2,exact,binary,ADS-B report or aircraft track,DES0118,both_or_unspecified,yes,eligible,,EVD1775 | EVD1776
SCH0214,P18011,DS-P18011-HUMAN100,semantic_inference,Repeated one-versus-rest human app recognition,target_app_versus_other_apps|2,target app versus other apps,2,exact,binary,wireless packet sequence,DES0124,both_or_unspecified,yes,eligible,,EVD1781 | EVD1780
SCH0215,P18011,DS-P18011-IUA,semantic_inference,Cross-app same-behavior recognition,target_app-action_versus_the_same_behavior_in_other_apps|2,target app-action versus the same behavior in other apps,2,exact,binary,wireless packet sequence,DES0120 | DES0121,both_or_unspecified,yes,eligible,,EVD1785
SCH0216,P18011,DS-P18011-IUA,semantic_inference,Within-app action recognition,target_action_versus_other_actions_in_the_same_app|2,target action versus other actions in the same app,2,exact,binary,wireless packet sequence,DES0122,both_or_unspecified,yes,eligible,,EVD1785
SCH0217,P18011,DS-P18011-MONKEY500,semantic_inference,Repeated one-versus-rest app recognition,target_app_versus_other_apps|2,target app versus other apps,2,exact,binary,wireless packet sequence,DES0119 | DES0123 | DES0124 | DES0125 | DES0126,both_or_unspecified,yes,eligible,,EVD1781 | EVD1789
SCH0218,P18222,DS-P18222-ENTERPRISE-2017-2021,security_state_classification,Enterprise encrypted malicious-flow detection,benign_versus_malicious_encrypted_traffic|2,benign versus malicious encrypted traffic,2,exact,binary,flow,DES0127,both_or_unspecified,yes,eligible,,EVD1791
SCH0219,P18348,DS-P18348-IOT-ID,endpoint_or_platform_identification,Cross-site IoT device identification | IoT activity-mode transfer | Packet-sampling IoT identification | one-month IoT device-identification transfer | one-month target-informed tailored-feature temporal transfer | one-week IoT device-identification transfer | six-month IoT device-identification transfer | six-month target-informed tailored-feature temporal transfer | three-month IoT device-identification transfer | three-month target-informed tailored-feature temporal transfer | three-week IoT device-identification transfer | twelve-month IoT device-identification transfer | twelve-month target-informed tailored-feature temporal transfer | two-week IoT device-identification transfer,device identity::13,device identity,13,exact,multiclass,campaign_or_period | device,DES0361 | DES0362 | DES0363 | DES0364 | DES0365 | DES0366 | DES0367 | DES0368 | DES0369 | DES0370 | DES0371 | DES0372 | DES0373 | DES0374,both,yes,eligible,,EVD2017 | EVD2018 | EVD2019 | EVD2020 | EVD2021 | EVD2022 | EVD2023 | EVD2024 | EVD2025 | EVD2026 | EVD2027 | EVD2028 | EVD2029 | EVD2030 | EVD2031
SCH0220,P18385,DS-P39009-CJ-SNIFFER-CRYPTOMINING-2022,security_state_classification,Cryptomining detection,benign_versus_cryptomining_traffic|2,benign versus cryptomining traffic,2,exact,binary,flow,DES0128,positive_only,no,eligible,,EVD1793
SCH0221,P18385,DS-P18385-IOT-LIGHT,security_state_classification,Cryptomining detection,benign_versus_cryptomining_traffic|2,benign versus cryptomining traffic,2,exact,binary,flow,DES0128 | DES0129 | DES0130,both_or_unspecified,yes,eligible,,EVD1793
SCH0222,P18385,DS-P18385-MINESHARK-2023,security_state_classification,Robust cryptomining detection,benign_versus_cryptomining_traffic|2,benign versus cryptomining traffic,2,exact,binary,flow,DES0129 | DES0130 | DES0131 | DES0132,both_or_unspecified,yes,eligible,,EVD1793 | EVD1798 | EVD1800
SCH0223,P26148,DS-ANOSHIFT,security_state_classification,AnoShift continual intrusion detection,benign_versus_attack|2,benign versus attack,2,exact,binary,network flow record,DES0133,both_or_unspecified,yes,eligible,,EVD1802 | EVD1813 | EVD1812
